id,numCharPostTitle,numCharArticleTitle,numCharArticleDescr,numCharArticleKeywords,numCharArticleCaption,numCharArticleParagraph,avgWordLenPostTitle,avgWordLenArticleTitle,capitalPostTitle,numWords,commonPhrase
857417141758435328.000000,69.000000,67.000000,134.000000,66.000000,201.000000,4576.000000,6.125000,6.125000,0.142857,14.000000,0.000000
857416784953188352.000000,77.000000,53.000000,154.000000,154.000000,81.000000,2855.000000,6.875000,6.833333,0.071429,14.000000,1.000000
857403369601761280.000000,74.000000,81.000000,131.000000,0.000000,118.000000,2229.000000,7.000000,7.000000,0.800000,15.000000,0.000000
857402097976963072.000000,87.000000,87.000000,47.000000,0.000000,324.000000,1409.000000,4.600000,4.600000,0.086957,23.000000,0.000000
857366516186173440.000000,78.000000,78.000000,130.000000,90.000000,100.000000,3740.000000,6.200000,6.200000,0.076923,13.000000,0.000000
857320960063655936.000000,65.000000,65.000000,100.000000,0.000000,79.000000,1728.000000,6.000000,6.000000,0.000000,11.000000,1.000000
857308307165466624.000000,84.000000,69.000000,155.000000,0.000000,442.000000,2120.000000,5.500000,5.375000,0.062500,16.000000,0.000000
857297814954659840.000000,26.000000,78.000000,253.000000,0.000000,424.000000,3911.000000,4.750000,4.846154,0.625000,8.000000,0.000000
857258494491332608.000000,18.000000,63.000000,75.000000,0.000000,17.000000,4261.000000,8.000000,8.000000,0.500000,2.000000,0.000000
857258494168367104.000000,75.000000,78.000000,159.000000,98.000000,24.000000,984.000000,5.555556,6.222222,0.000000,16.000000,1.000000
857251677904228352.000000,88.000000,96.000000,0.000000,111.000000,296.000000,319.000000,5.363636,5.500000,0.055556,18.000000,0.000000
857247620938559488.000000,79.000000,72.000000,61.000000,51.000000,79.000000,3228.000000,6.181818,6.200000,0.083333,12.000000,0.000000
857139702989824000.000000,116.000000,99.000000,85.000000,56.000000,20.000000,2831.000000,6.200000,6.125000,0.120000,25.000000,1.000000
857068231936364544.000000,16.000000,73.000000,210.000000,72.000000,933.000000,2394.000000,5.500000,3.846154,0.000000,4.000000,0.000000
857046844819558400.000000,87.000000,72.000000,201.000000,0.000000,49.000000,6439.000000,7.285714,5.888889,0.000000,15.000000,1.000000
856986260447125504.000000,22.000000,79.000000,79.000000,92.000000,933.000000,1053.000000,10.000000,3.500000,0.000000,5.000000,1.000000
856946762598277120.000000,73.000000,74.000000,162.000000,0.000000,44.000000,2706.000000,5.888889,5.888889,0.083333,12.000000,0.000000
856942406339637248.000000,73.000000,53.000000,272.000000,0.000000,98.000000,6623.000000,5.625000,4.285714,0.111111,18.000000,1.000000
856934629001056256.000000,52.000000,88.000000,58.000000,88.000000,46.000000,1892.000000,6.600000,7.375000,0.100000,10.000000,1.000000
856928814936588288.000000,79.000000,77.000000,97.000000,0.000000,52.000000,4906.000000,5.333333,5.333333,0.333333,18.000000,0.000000
856877249412378624.000000,93.000000,57.000000,207.000000,295.000000,1732.000000,344.000000,7.333333,7.666667,0.133333,15.000000,1.000000
856780134199775232.000000,76.000000,77.000000,136.000000,0.000000,93.000000,838.000000,6.888889,6.888889,0.000000,10.000000,0.000000
856752936017416192.000000,89.000000,79.000000,55.000000,47.000000,46.000000,5660.000000,7.333333,7.625000,0.000000,14.000000,0.000000
856693259988611072.000000,112.000000,62.000000,167.000000,124.000000,244.000000,6307.000000,4.500000,4.375000,0.148148,27.000000,0.000000
856692779883388928.000000,71.000000,71.000000,109.000000,112.000000,59.000000,3027.000000,7.857143,7.857143,0.181818,11.000000,0.000000
856681188328603648.000000,76.000000,74.000000,61.000000,159.000000,69.000000,2720.000000,5.800000,5.800000,0.133333,15.000000,0.000000
856664601269850112.000000,67.000000,63.000000,168.000000,13.000000,48.000000,1989.000000,4.818182,4.818182,0.000000,14.000000,0.000000
856621318791462912.000000,53.000000,53.000000,165.000000,0.000000,200.000000,1172.000000,5.625000,5.625000,0.000000,9.000000,0.000000
856562464070094848.000000,74.000000,83.000000,75.000000,13.000000,36.000000,1977.000000,5.600000,6.100000,0.142857,14.000000,0.000000
856492941795237888.000000,66.000000,51.000000,89.000000,31.000000,291.000000,2445.000000,5.625000,5.500000,0.166667,12.000000,0.000000
856474402157887488.000000,39.000000,38.000000,84.000000,0.000000,377.000000,1577.000000,6.000000,6.000000,0.428571,7.000000,0.000000
856458143248908288.000000,75.000000,75.000000,153.000000,52.000000,134.000000,1710.000000,5.875000,5.875000,0.076923,13.000000,0.000000
856425253240786944.000000,89.000000,92.000000,75.000000,129.000000,85.000000,615.000000,6.500000,7.000000,0.176471,17.000000,0.000000
856369615852756992.000000,63.000000,63.000000,134.000000,67.000000,12037.000000,2603.000000,7.500000,7.500000,0.555556,9.000000,0.000000
856354300582297600.000000,103.000000,73.000000,144.000000,73.000000,375.000000,4976.000000,6.181818,6.555556,0.111111,18.000000,1.000000
856311741474590720.000000,63.000000,58.000000,203.000000,284.000000,1887.000000,527.000000,6.250000,6.285714,0.090909,11.000000,0.000000
856286072996864000.000000,81.000000,60.000000,59.000000,290.000000,11.000000,2296.000000,6.100000,5.500000,0.000000,14.000000,0.000000
856232580991025152.000000,12.000000,83.000000,83.000000,64.000000,778.000000,898.000000,5.000000,6.375000,0.000000,3.000000,0.000000
856203524631384064.000000,77.000000,66.000000,147.000000,71.000000,260.000000,2817.000000,4.900000,5.000000,0.111111,18.000000,0.000000
856199512880230400.000000,82.000000,82.000000,70.000000,0.000000,0.000000,1956.000000,5.875000,5.875000,0.062500,16.000000,1.000000
856198484495482880.000000,41.000000,69.000000,70.000000,50.000000,74.000000,3246.000000,6.750000,5.000000,0.300000,10.000000,0.000000
856161994419851264.000000,66.000000,75.000000,302.000000,1.000000,50.000000,1694.000000,5.833333,5.571429,0.000000,13.000000,1.000000
856113335783313408.000000,90.000000,60.000000,90.000000,116.000000,46.000000,3411.000000,5.076923,6.000000,0.062500,16.000000,0.000000
856112780960833536.000000,89.000000,62.000000,162.000000,251.000000,2424.000000,524.000000,7.750000,7.000000,0.076923,13.000000,0.000000
856029381562683392.000000,63.000000,45.000000,122.000000,149.000000,260.000000,4099.000000,5.333333,5.000000,0.083333,12.000000,0.000000
856026219007156224.000000,98.000000,51.000000,310.000000,337.000000,1969.000000,527.000000,6.000000,5.571429,0.052632,19.000000,1.000000
856017796370747392.000000,42.000000,42.000000,0.000000,0.000000,7374.000000,8435.000000,4.333333,4.333333,0.500000,8.000000,1.000000
855965425993175040.000000,40.000000,41.000000,157.000000,58.000000,64.000000,5087.000000,5.800000,5.800000,0.375000,8.000000,0.000000
855955661787627520.000000,57.000000,54.000000,79.000000,0.000000,0.000000,2756.000000,6.666667,5.750000,0.000000,8.000000,0.000000
855921918540746752.000000,74.000000,74.000000,80.000000,124.000000,283.000000,6944.000000,5.000000,5.000000,0.133333,15.000000,0.000000
855917932014186496.000000,70.000000,75.000000,33.000000,37.000000,149.000000,1580.000000,4.625000,4.900000,0.062500,16.000000,1.000000
855913360151502848.000000,105.000000,85.000000,533.000000,0.000000,1540.000000,8056.000000,6.307692,7.000000,0.210526,19.000000,0.000000
855851740389937152.000000,66.000000,66.000000,95.000000,0.000000,44.000000,2774.000000,5.300000,5.300000,0.083333,12.000000,0.000000
855795860751437824.000000,104.000000,92.000000,43.000000,47.000000,54.000000,1421.000000,7.400000,8.500000,0.052632,19.000000,0.000000
855787287145263104.000000,28.000000,42.000000,229.000000,0.000000,72.000000,3568.000000,5.000000,5.833333,0.166667,6.000000,0.000000
855743917584781312.000000,75.000000,76.000000,75.000000,99.000000,181.000000,6843.000000,6.888889,6.888889,0.181818,11.000000,0.000000
855731167114481664.000000,66.000000,66.000000,104.000000,70.000000,136.000000,1921.000000,5.666667,5.666667,0.090909,11.000000,0.000000
855730809969545216.000000,62.000000,68.000000,305.000000,0.000000,490.000000,14414.000000,5.625000,4.454545,0.000000,11.000000,0.000000
855695165150949376.000000,37.000000,37.000000,101.000000,0.000000,176.000000,403.000000,5.250000,5.250000,0.250000,8.000000,0.000000
855622164359327744.000000,74.000000,74.000000,215.000000,211.000000,1960.000000,439.000000,5.454545,5.454545,0.071429,14.000000,0.000000
855514887983955968.000000,72.000000,58.000000,180.000000,71.000000,15.000000,853.000000,7.125000,6.375000,0.000000,11.000000,0.000000
855496610448646144.000000,67.000000,67.000000,0.000000,0.000000,129.000000,323.000000,5.750000,5.750000,0.076923,13.000000,0.000000
855420780628238336.000000,63.000000,63.000000,153.000000,81.000000,65.000000,1580.000000,7.000000,7.000000,0.125000,8.000000,0.000000
855315209161916416.000000,76.000000,70.000000,107.000000,0.000000,1428.000000,108.000000,5.777778,5.555556,0.153846,13.000000,0.000000
855279932997595136.000000,90.000000,78.000000,93.000000,0.000000,46.000000,3218.000000,5.909091,5.600000,0.937500,16.000000,0.000000
855247160689934336.000000,91.000000,49.000000,182.000000,23.000000,8.000000,70225.000000,5.666667,5.285714,0.222222,18.000000,1.000000
855224570713956352.000000,90.000000,90.000000,294.000000,0.000000,36.000000,2584.000000,5.083333,5.083333,0.210526,19.000000,0.000000
855206973264072704.000000,81.000000,78.000000,256.000000,0.000000,206.000000,6770.000000,5.363636,5.363636,0.333333,15.000000,0.000000
855194637828542464.000000,80.000000,79.000000,163.000000,106.000000,188.000000,2829.000000,8.000000,6.600000,0.153846,13.000000,0.000000
855113853948055552.000000,81.000000,89.000000,152.000000,0.000000,1129.000000,9044.000000,4.363636,4.416667,0.050000,20.000000,0.000000
855107177224302592.000000,43.000000,43.000000,80.000000,0.000000,41.000000,80.000000,5.833333,5.833333,0.111111,9.000000,0.000000
855078905975328768.000000,79.000000,153.000000,184.000000,34.000000,696.000000,1588.000000,7.222222,7.200000,0.090909,11.000000,1.000000
855049665410203648.000000,69.000000,49.000000,133.000000,77.000000,913.000000,3321.000000,4.888889,5.166667,0.000000,15.000000,1.000000
855043478895693824.000000,72.000000,72.000000,173.000000,0.000000,0.000000,2475.000000,6.111111,6.111111,0.333333,12.000000,0.000000
855026403783344128.000000,73.000000,70.000000,194.000000,0.000000,380.000000,5907.000000,6.000000,4.900000,0.692308,13.000000,0.000000
855011727418826752.000000,84.000000,68.000000,149.000000,52.000000,40.000000,6627.000000,5.111111,4.857143,0.052632,19.000000,0.000000
854996420268613632.000000,73.000000,73.000000,145.000000,79.000000,119.000000,1668.000000,5.600000,5.600000,0.000000,13.000000,0.000000
854938376671244288.000000,64.000000,64.000000,196.000000,66.000000,0.000000,511.000000,5.666667,5.666667,0.100000,10.000000,0.000000
854858902630006784.000000,61.000000,55.000000,58.000000,23.000000,823.000000,3698.000000,5.500000,4.500000,0.071429,14.000000,0.000000
854832737949171712.000000,67.000000,67.000000,0.000000,0.000000,13.000000,3632.000000,5.555556,5.555556,0.000000,11.000000,0.000000
854820706730639360.000000,105.000000,92.000000,88.000000,82.000000,361.000000,7052.000000,6.400000,5.888889,0.136364,22.000000,0.000000
854811886390476800.000000,87.000000,87.000000,89.000000,73.000000,46.000000,4060.000000,6.222222,6.222222,0.062500,16.000000,0.000000
854779678363660288.000000,93.000000,80.000000,47.000000,80.000000,97.000000,3879.000000,6.300000,7.571429,0.000000,17.000000,0.000000
854741108252958720.000000,69.000000,94.000000,251.000000,63.000000,14.000000,5140.000000,4.500000,6.272727,0.071429,14.000000,1.000000
854718233869299712.000000,71.000000,80.000000,379.000000,1.000000,73.000000,2033.000000,5.714286,5.500000,0.071429,14.000000,0.000000
854700438788222976.000000,54.000000,54.000000,146.000000,0.000000,0.000000,653.000000,5.000000,5.000000,0.076923,13.000000,0.000000
854687470805495808.000000,79.000000,79.000000,383.000000,92.000000,16.000000,3520.000000,5.777778,5.777778,0.000000,14.000000,1.000000
854671176152436736.000000,86.000000,78.000000,146.000000,79.000000,330.000000,3035.000000,6.555556,7.125000,0.000000,15.000000,1.000000
854645776672272384.000000,72.000000,69.000000,125.000000,0.000000,422.000000,8031.000000,4.777778,4.777778,0.214286,14.000000,0.000000
854519013061394432.000000,71.000000,52.000000,80.000000,8.000000,2276.000000,10310.000000,5.857143,5.666667,0.153846,13.000000,1.000000
854507607637336064.000000,114.000000,72.000000,169.000000,68.000000,280.000000,8839.000000,5.750000,5.444444,0.045455,22.000000,0.000000
854461550744219648.000000,113.000000,49.000000,123.000000,140.000000,443.000000,7932.000000,7.000000,6.333333,0.086957,23.000000,1.000000
854433102659178496.000000,79.000000,88.000000,458.000000,1.000000,0.000000,4930.000000,5.857143,5.625000,0.058824,17.000000,1.000000
854404197437104128.000000,74.000000,74.000000,76.000000,122.000000,113.000000,1889.000000,5.500000,4.600000,0.176471,17.000000,1.000000
854355274588729344.000000,57.000000,57.000000,136.000000,0.000000,0.000000,543.000000,6.166667,6.166667,0.100000,10.000000,1.000000
854351357716963328.000000,85.000000,82.000000,88.000000,69.000000,4.000000,1291.000000,5.500000,5.000000,0.095238,21.000000,1.000000
854313819396616192.000000,60.000000,58.000000,104.000000,0.000000,12.000000,3683.000000,4.428571,4.714286,0.133333,15.000000,1.000000
854305973355372544.000000,64.000000,73.000000,263.000000,1.000000,25.000000,1531.000000,6.125000,5.888889,0.090909,11.000000,0.000000
854266073658667008.000000,81.000000,60.000000,77.000000,36.000000,46.000000,1686.000000,6.875000,5.222222,0.071429,14.000000,0.000000
854128850493743104.000000,83.000000,48.000000,183.000000,76.000000,87.000000,3415.000000,5.555556,6.666667,0.062500,16.000000,1.000000
854079792341286912.000000,33.000000,165.000000,200.000000,50.000000,340.000000,2634.000000,8.000000,6.315789,0.200000,5.000000,0.000000
854070498405355520.000000,90.000000,88.000000,181.000000,0.000000,2189.000000,11755.000000,5.416667,5.818182,0.266667,15.000000,0.000000
854059820055396352.000000,50.000000,88.000000,152.000000,0.000000,290.000000,26699.000000,7.400000,5.090909,0.888889,9.000000,0.000000
854045064816971776.000000,88.000000,58.000000,146.000000,96.000000,177.000000,2023.000000,6.900000,7.000000,0.200000,15.000000,0.000000
853985186261938176.000000,68.000000,44.000000,61.000000,0.000000,242.000000,627.000000,5.875000,5.666667,0.153846,13.000000,0.000000
853963719394635776.000000,55.000000,55.000000,99.000000,0.000000,0.000000,1767.000000,7.333333,7.333333,0.111111,9.000000,0.000000
853956333175017472.000000,103.000000,69.000000,162.000000,112.000000,322.000000,2909.000000,5.888889,5.625000,0.047619,21.000000,1.000000
853946092416897024.000000,66.000000,66.000000,199.000000,39.000000,412.000000,5665.000000,5.500000,4.375000,0.133333,15.000000,0.000000
853941114558173184.000000,65.000000,41.000000,118.000000,0.000000,111.000000,3233.000000,4.750000,5.200000,0.066667,15.000000,1.000000
853888909222322176.000000,91.000000,91.000000,99.000000,78.000000,0.000000,4613.000000,5.600000,4.833333,0.095238,21.000000,1.000000
853864357209530368.000000,85.000000,70.000000,110.000000,67.000000,18395.000000,5595.000000,6.700000,7.000000,0.384615,13.000000,0.000000
853851820007055360.000000,45.000000,120.000000,306.000000,0.000000,491.000000,5821.000000,6.000000,4.888889,0.000000,8.000000,0.000000
853817799126523904.000000,94.000000,88.000000,292.000000,0.000000,65.000000,2694.000000,5.416667,5.363636,0.157895,19.000000,0.000000
853786555370156032.000000,67.000000,68.000000,151.000000,0.000000,381.000000,2822.000000,5.300000,5.300000,0.545455,11.000000,0.000000
853759983879630848.000000,115.000000,161.000000,181.000000,49.000000,1620.000000,6054.000000,5.692308,5.555556,0.190476,21.000000,1.000000
853732519107334144.000000,74.000000,59.000000,199.000000,65.000000,0.000000,5316.000000,6.285714,6.142857,0.076923,13.000000,1.000000
853728852157366272.000000,63.000000,63.000000,77.000000,118.000000,46.000000,1639.000000,7.000000,7.000000,0.400000,10.000000,0.000000
853691730075537408.000000,27.000000,119.000000,132.000000,190.000000,867.000000,2967.000000,3.000000,5.000000,0.000000,7.000000,0.000000
853684418304716800.000000,106.000000,101.000000,80.000000,29.000000,0.000000,1260.000000,6.100000,4.777778,0.125000,24.000000,1.000000
853643905732096000.000000,51.000000,66.000000,471.000000,101.000000,22.000000,1922.000000,5.000000,5.250000,0.111111,9.000000,0.000000
853562476159488000.000000,75.000000,107.000000,242.000000,58.000000,38.000000,3621.000000,6.000000,5.307692,0.000000,12.000000,0.000000
853533432827269120.000000,67.000000,67.000000,146.000000,0.000000,0.000000,1822.000000,5.125000,5.125000,0.142857,14.000000,1.000000
853470753425149952.000000,63.000000,53.000000,283.000000,0.000000,0.000000,5830.000000,5.250000,8.000000,0.142857,14.000000,0.000000
853362571017162752.000000,95.000000,95.000000,102.000000,0.000000,339.000000,5768.000000,6.166667,6.166667,0.058824,17.000000,0.000000
853330354828136448.000000,78.000000,59.000000,143.000000,87.000000,161.000000,3505.000000,5.600000,5.857143,0.312500,16.000000,0.000000
853330098308730880.000000,68.000000,68.000000,57.000000,198.000000,98.000000,2008.000000,5.666667,5.777778,0.000000,14.000000,0.000000
853278564728397824.000000,91.000000,46.000000,254.000000,105.000000,24.000000,25948.000000,7.375000,8.000000,0.200000,15.000000,0.000000
853246572741763072.000000,65.000000,57.000000,411.000000,52.000000,38.000000,2454.000000,5.222222,5.571429,0.500000,12.000000,0.000000
853243919533973504.000000,84.000000,66.000000,182.000000,61.000000,0.000000,1532.000000,5.909091,5.666667,0.562500,16.000000,0.000000
853219533888290816.000000,78.000000,78.000000,139.000000,82.000000,182.000000,3918.000000,7.250000,7.250000,0.153846,13.000000,1.000000
853197600362823680.000000,67.000000,67.000000,67.000000,78.000000,46.000000,2322.000000,6.000000,6.000000,0.090909,11.000000,0.000000
853152927199965184.000000,69.000000,69.000000,96.000000,47.000000,746.000000,2707.000000,5.222222,5.222222,0.076923,13.000000,0.000000
853109381487091712.000000,52.000000,53.000000,209.000000,0.000000,21.000000,3460.000000,6.500000,6.500000,0.375000,8.000000,0.000000
853104852708327424.000000,84.000000,84.000000,127.000000,0.000000,0.000000,1008.000000,6.625000,6.625000,0.214286,14.000000,1.000000
853103591183204352.000000,53.000000,53.000000,0.000000,0.000000,673.000000,1469.000000,4.166667,4.166667,0.769231,13.000000,0.000000
853087484896452608.000000,34.000000,34.000000,0.000000,0.000000,768.000000,1070.000000,5.000000,5.000000,0.142857,7.000000,1.000000
853086284948148224.000000,53.000000,27.000000,68.000000,112.000000,0.000000,93.000000,6.142857,5.500000,1.222222,9.000000,0.000000
853056785166589952.000000,66.000000,66.000000,0.000000,0.000000,13.000000,3530.000000,5.400000,5.400000,0.083333,12.000000,0.000000
853052639952678912.000000,61.000000,61.000000,132.000000,8.000000,301.000000,4641.000000,7.333333,6.285714,0.100000,10.000000,0.000000
853021803572342784.000000,47.000000,47.000000,0.000000,0.000000,2780.000000,8390.000000,5.000000,5.000000,0.000000,10.000000,1.000000
853020066748784640.000000,76.000000,79.000000,48.000000,45.000000,216.000000,13801.000000,8.000000,5.500000,0.272727,11.000000,0.000000
853010752311091200.000000,59.000000,94.000000,135.000000,0.000000,312.000000,5783.000000,6.000000,6.000000,0.083333,12.000000,0.000000
853008749736472576.000000,103.000000,206.000000,184.000000,41.000000,1054.000000,3545.000000,5.750000,6.100000,0.473684,19.000000,1.000000
852964178717495296.000000,75.000000,96.000000,134.000000,66.000000,95.000000,3839.000000,6.625000,6.700000,0.166667,12.000000,1.000000
852950082194481152.000000,69.000000,41.000000,0.000000,0.000000,167.000000,20767.000000,6.000000,4.750000,0.214286,14.000000,1.000000
852935080930676736.000000,87.000000,80.000000,191.000000,28.000000,299.000000,1070.000000,5.000000,5.545455,0.125000,16.000000,0.000000
852918130598961152.000000,62.000000,62.000000,140.000000,85.000000,2001.000000,245.000000,7.571429,7.571429,0.125000,8.000000,0.000000
852903556562771968.000000,81.000000,51.000000,74.000000,0.000000,0.000000,8278.000000,5.625000,8.750000,0.187500,16.000000,0.000000
852871602882715648.000000,69.000000,63.000000,72.000000,0.000000,143.000000,798.000000,5.125000,5.428571,0.277778,18.000000,0.000000
852858984050675712.000000,90.000000,90.000000,147.000000,81.000000,164.000000,1916.000000,6.222222,6.222222,0.066667,15.000000,1.000000
852836331231236096.000000,57.000000,66.000000,255.000000,1.000000,16.000000,1753.000000,8.600000,7.833333,0.714286,7.000000,0.000000
852790547190210560.000000,58.000000,58.000000,102.000000,16.000000,226.000000,1812.000000,5.857143,5.857143,0.000000,12.000000,1.000000
852786843695194112.000000,69.000000,54.000000,201.000000,71.000000,172.000000,3640.000000,4.333333,4.142857,0.000000,18.000000,0.000000
852778463182241792.000000,85.000000,42.000000,46.000000,13.000000,0.000000,267.000000,8.250000,5.000000,0.307692,13.000000,0.000000
852759743495938048.000000,86.000000,47.000000,126.000000,0.000000,369.000000,1561.000000,5.500000,5.500000,0.052632,19.000000,1.000000
852751580432482304.000000,67.000000,60.000000,243.000000,24.000000,0.000000,3621.000000,5.444444,5.111111,0.000000,12.000000,0.000000
852750021644517376.000000,87.000000,87.000000,1.000000,41.000000,46.000000,1278.000000,5.800000,5.800000,0.000000,15.000000,0.000000
852695448284483584.000000,103.000000,118.000000,144.000000,41.000000,4564.000000,2644.000000,6.166667,6.214286,0.111111,18.000000,1.000000
852682839103590400.000000,71.000000,35.000000,137.000000,412.000000,1860.000000,438.000000,5.600000,6.000000,0.062500,16.000000,1.000000
852669253014761472.000000,88.000000,88.000000,135.000000,57.000000,57.000000,4005.000000,8.285714,8.285714,0.076923,13.000000,0.000000
852656449549463552.000000,70.000000,72.000000,157.000000,44.000000,8.000000,1273.000000,5.400000,5.400000,0.000000,12.000000,0.000000
852625617434685440.000000,88.000000,87.000000,144.000000,0.000000,215.000000,4170.000000,5.500000,5.500000,0.055556,18.000000,1.000000
852537721985937408.000000,67.000000,185.000000,187.000000,51.000000,6990.000000,14949.000000,5.444444,6.111111,0.000000,13.000000,0.000000
852534909407309824.000000,76.000000,67.000000,168.000000,60.000000,488.000000,1964.000000,5.400000,5.750000,0.571429,14.000000,0.000000
852491578958647296.000000,67.000000,59.000000,148.000000,0.000000,532.000000,7176.000000,5.777778,5.750000,0.000000,11.000000,0.000000
852453423790346240.000000,104.000000,44.000000,225.000000,74.000000,765.000000,6748.000000,7.555556,6.200000,0.210526,19.000000,1.000000
852452049686024192.000000,54.000000,54.000000,93.000000,0.000000,74.000000,2208.000000,6.666667,6.666667,0.300000,10.000000,0.000000
852428663312310272.000000,75.000000,99.000000,60.000000,68.000000,80.000000,1492.000000,5.125000,6.000000,0.111111,18.000000,1.000000
852420105346719744.000000,83.000000,56.000000,55.000000,290.000000,114.000000,838.000000,5.454545,5.250000,0.062500,16.000000,0.000000
852416830459318272.000000,59.000000,59.000000,78.000000,72.000000,232.000000,4463.000000,6.428571,6.428571,0.100000,10.000000,0.000000
852397952844926976.000000,74.000000,74.000000,139.000000,105.000000,479.000000,3500.000000,5.900000,5.900000,0.083333,12.000000,0.000000
852385924440784896.000000,82.000000,71.000000,151.000000,109.000000,262.000000,3466.000000,5.400000,5.875000,0.000000,16.000000,1.000000
852364699941449728.000000,61.000000,60.000000,15.000000,73.000000,46.000000,1200.000000,5.333333,5.142857,0.181818,11.000000,1.000000
852364474636005376.000000,90.000000,74.000000,238.000000,47.000000,0.000000,5634.000000,6.666667,6.750000,0.066667,15.000000,1.000000
852329500796997632.000000,76.000000,73.000000,134.000000,124.000000,444.000000,4581.000000,5.875000,4.250000,0.277778,18.000000,0.000000
852320475778863104.000000,73.000000,64.000000,80.000000,0.000000,34.000000,3926.000000,5.875000,4.900000,0.142857,14.000000,0.000000
852219838651039744.000000,70.000000,58.000000,88.000000,56.000000,98.000000,1895.000000,6.285714,5.750000,0.000000,13.000000,1.000000
852218494280241152.000000,87.000000,65.000000,58.000000,114.000000,334.000000,3594.000000,6.100000,7.000000,0.200000,15.000000,0.000000
