id,PT_pos_feat_NNP,PT_pos_feat_IN,PT_pos_feat_NN,PT_pos_feat_PRP,PT_pos_feat_WP$,PT_pos_feat_WRB,PT_pos_feat_:,PT_pos_feat_.,PT_pos_feat_WP,PT_pos_feat_'',PT_pos_feat_RBS,"PT_pos_feat_,",PT_pos_feat_NNPS,PT_pos_feat_TO,PT_pos_feat_DT,PT_pos_feat_(,PT_pos_feat_SYM,PT_pos_feat_VBZ,PT_pos_feat_POS,PT_pos_feat_VBN,PT_pos_feat_NNS,PT_pos_feat_RB,PT_pos_feat_--,PT_pos_feat_VB
855851740389937152,2,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
855795860751437824,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0
855787287145263105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
855743917584781312,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0
855731167114481664,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
855730809969545216,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
855695165150949376,1,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
855622164359327744,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
855514887983955970,1,1,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
855496610448646146,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,1
855420780628238339,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
855315209161916417,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
855279932997595136,0,0,5,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1
855247160689934336,0,3,4,0,0,0,0,1,0,0,0,0,1,0,4,0,0,1,0,0,1,1,0,0
855224570713956352,3,1,5,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,1
855206973264072704,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0
855194637828542466,2,1,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
855113853948055552,2,2,5,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,1
855107177224302593,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
855078905975328768,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
855049665410203651,5,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
855043478895693825,0,0,7,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
855026403783344128,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
855011727418826756,5,3,2,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
854996420268613633,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
854938376671244289,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
854858902630006787,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,1
854832737949171712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,0
854820706730639360,2,2,6,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
854811886390476802,2,1,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,0
854779678363660288,1,2,3,2,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1
854741108252958720,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
854718233869299714,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,1,0,0
854700438788222976,2,2,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,1
854687470805495808,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1
854671176152436736,1,1,4,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,1
854645776672272384,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,2
854519013061394434,0,1,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0
854507607637336066,6,1,2,1,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,2,0,0
854461550744219649,0,1,3,3,0,0,0,1,2,1,0,0,0,1,3,0,0,1,0,0,0,1,0,1
854433102659178496,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1
854404197437104129,0,1,1,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,4,0,0,1
854355274588729348,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
854351357716963329,1,3,7,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0
854313819396616193,0,2,3,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
854305973355372545,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
854266073658667008,3,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1
854128850493743105,2,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0
854079792341286912,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
854070498405355521,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
854059820055396355,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
854045064816971776,3,1,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0
853985186261938176,2,0,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1
853963719394635776,2,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
853956333175017474,3,1,4,2,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
853946092416897025,1,2,3,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0
853941114558173184,0,0,1,0,0,1,2,0,0,0,0,0,0,2,0,0,0,1,0,2,0,1,0,3
853888909222322176,2,1,2,1,0,0,0,3,0,1,0,0,0,1,0,0,0,1,0,1,2,1,0,1
853864357209530368,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,1
853851820007055360,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
853817799126523904,4,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,2,1,2,0,0,1
853786555370156032,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
853759983879630848,0,3,5,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0
853732519107334144,0,2,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
853728852157366272,2,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
853691730075537408,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
853684418304716800,1,3,5,0,0,0,0,1,0,0,0,3,0,0,2,0,0,1,0,0,1,0,0,0
853643905732096000,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
853562476159488000,4,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
853533432827269121,0,2,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,1,0,0,0
853470753425149952,5,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
853362571017162752,4,2,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1
853330354828136448,0,0,6,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,1,0,0,0,0,1
853330098308730881,2,2,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
853278564728397825,1,2,1,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0
853246572741763072,2,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
853243919533973504,0,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0
853219533888290816,1,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,1
853197600362823680,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1
853152927199965184,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
853109381487091714,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
853104852708327425,1,2,4,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0
853103591183204354,0,2,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
853087484896452610,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
853086284948148224,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853056785166589952,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2
853052639952678914,0,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0
853021803572342784,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
853020066748784640,1,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
853010752311091201,0,0,2,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,1
853008749736472581,2,2,5,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,1
852964178717495298,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0
852950082194481152,0,1,3,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1
852935080930676737,8,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
852918130598961156,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
852903556562771976,2,3,4,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
852871602882715649,2,0,5,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
852858984050675713,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
852836331231236096,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
852790547190210561,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1
852786843695194114,3,1,2,2,0,0,1,0,0,1,0,0,0,1,0,1,0,3,0,0,1,0,0,1
852778463182241792,1,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
852759743495938048,4,2,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0
852751580432482305,1,2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
852750021644517376,2,1,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1
852695448284483584,0,3,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0
852682839103590400,0,1,2,1,0,0,0,0,0,0,0,1,0,1,4,0,0,1,0,0,0,0,0,1
852669253014761473,0,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
852656449549463552,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852625617434685440,3,2,1,1,0,0,1,0,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,1
852537721985937409,3,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
852534909407309824,2,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
852491578958647297,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0
852453423790346241,5,3,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0
852452049686024192,2,0,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
852428663312310272,0,3,4,0,0,0,0,1,0,0,0,1,0,0,3,0,0,1,0,0,0,1,0,0
852420105346719744,4,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
852416830459318272,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
852397952844926976,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
852385924440784896,2,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0
852364699941449728,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
852364474636005376,1,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0
852329500796997632,0,2,3,0,0,0,0,0,0,2,0,1,0,1,1,0,0,1,0,1,0,0,0,1
852320475778863105,1,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,1,0,0
852219838651039747,3,2,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
852218494280241153,3,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
852215995653423104,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
852212472186646530,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0
852189739298029568,0,1,3,1,0,0,0,2,0,1,0,0,0,0,2,0,0,1,0,0,2,0,0,2
852177112282918912,1,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1
852174992209055744,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1
852151521001197569,1,0,8,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
852147225652322305,3,1,2,1,0,0,0,1,0,0,0,0,1,0,3,0,0,2,0,1,1,2,0,1
852144277304078338,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
852136180468592640,1,1,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
852126944292483073,1,1,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852124904094916608,1,1,4,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,1,1,0,1,0,1
852084123606712320,2,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
851935419231031297,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,1
851902726413963265,3,3,3,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
851902346271629313,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,2
851889048637632512,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1
851883998431371265,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
851872489143762945,4,1,2,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1
851871293389537282,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,1
851849099821428738,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
851809321138737153,1,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
851784440720367616,1,3,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,2,2,1,0,1
851749917475393536,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
851680728169492482,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
851650776581775361,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0
851520059675725824,1,0,5,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1
851495716933570561,2,3,3,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0
851460265627570180,3,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
851457249394294784,0,3,3,1,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,1,1,0,1
851406931382198272,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1
851398869925728256,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
851367413518135298,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0
851299466380554240,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
851290393987629057,2,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,1,0,2
851235280384339969,2,2,1,2,0,0,1,1,0,1,0,1,0,0,1,0,0,2,0,0,1,1,0,2
