id,TA_formal
852174992209055744,9
852151521001197569,1
852147225652322305,16
852144277304078338,11
852136180468592640,8
852126944292483073,9
852124904094916608,12
852084123606712320,17
851935419231031297,9
851902726413963265,8
851902346271629313,8
851889048637632512,7
851883998431371265,7
851872489143762945,30
851871293389537282,7
851849099821428738,2
851809321138737153,25
851784440720367616,12
851749917475393536,7
851680728169492482,9
851650776581775361,7
851520059675725824,10
851495716933570561,9
851460265627570180,6
851457249394294784,14
851406931382198272,11
851398869925728256,15
851367413518135298,5
851299466380554240,7
851290393987629057,12
851235280384339969,16
851211382251016192,4
851200387323506689,8
851173244291997696,7
851167838056394752,9
851167756934406145,11
851165067181670400,11
851147906279256064,12
851139800409284608,12
851133669163114496,8
851129588709289986,10
851122563522670592,14
851097393785450497,9
851049564408827906,7
851036973988954112,12
851011808882118659,9
850983375913529345,9
850964775823708162,8
850936563710218240,8
850909692721332224,7
850886241713303552,23
850865362484723712,10
850860665396797440,7
850840523111677952,7
850797676975271936,9
850758474191556608,10
850748146976268289,7
850747602090033152,8
850725197305065472,10
850724925564264450,10
850721881619648514,12
850691196322230273,5
850661879965929473,8
850650991192145920,12
850634403810299904,8
850498449816637440,16
850407073561051137,6
850360041953689600,11
850337630294343680,8
850321382714028035,8
850313502342381568,6
850291085976981504,8
850099709431689217,9
850017478730297345,11
849984795446824961,6
849966939820748800,6
849965166372454400,11
849958900434599936,13
849954941078835201,6
849920869610774528,14
849875318768680960,11
849851664366522372,11
849767135647760384,7
849728906542403588,12
849726666570158080,7
849704028955181056,8
849680682372792321,5
849678369339920384,8
849667790034350080,7
849660451109691392,5
849611585953943552,12
849514580556558337,14
849505301191688192,10
849445548553842689,9
849433976808898562,14
849388866721239040,5
849364334832750593,9
849339811890704385,10
849333255564402688,10
849275466322243585,9
849271616181866496,12
849260640648794112,10
849223872360701952,12
849218508282003456,9
849192379353575424,9
849184821599490048,12
849169956285685760,21
849070547497570304,7
849063720588156928,11
849038889880875008,15
849032613784309760,10
848998188593938433,6
848989948510445573,7
848959222746402816,10
848943257644142597,8
848898258277732352,11
848891453103366144,13
848890353566568450,12
848886571269058560,9
848862645931450370,5
848838448463183872,10
848758228578168834,6
848721286238961664,5
848635411345940481,8
848633692935385092,12
848588892467064832,15
848582467275673600,13
848580822001209344,6
848531739685396483,8
848515615463788544,8
848501554185424896,6
848497706603470848,8
848457738279669760,7
848355378433843200,13
848312710630694912,13
848285494102425600,5
848272781905203200,9
848256186457653249,8
848245110928232448,12
848218436538859520,13
848192556454359041,9
848168877590708228,13
848152330512064512,7
848123250571915265,7
848104739241897993,25
848060069040214017,14
848030333694038016,10
848029863860502528,7
847980353704820736,9
847968756605132800,9
847958315011371009,3
847931898139746304,10
847931557474172929,9
847928146984935424,17
847850500124966913,19
847762765032960000,12
847560323708051456,8
847539048365346817,9
847537855350136836,12
847532265357942784,11
847488627240181760,13
847480416382492676,7
847460727119945728,12
847416897075159040,10
847411022566531077,5
847400522516619268,9
847395934879207424,10
847331309877739520,13
847330298744274945,8
847327280061919232,12
847270829700243456,6
847234958154321922,13
847225338153148417,4
847204278934614017,6
847197415237193728,9
847178130628526080,9
847145357507268609,16
847141355491151872,1
847061348165042176,4
847049978367393795,33
846972947906662400,12
846967230155952130,8
846910472498659330,10
846893954809286665,16
846803705697591296,10
846797543266828288,9
846765012106592257,14
846655664894152705,12
846611214427873280,9
846505386882617345,5
846496451467317249,10
846465623907586049,4
846414447497367552,6
846390127144439808,13
846387341606432769,9
846344563618930688,14
846259241513971713,12
846145506673905665,6
846142692534996992,6
846123346232160256,38
846079189950320642,8
846077572421169153,11
846046339980918788,11
846030903176564737,13
846030877977186304,5
845998875462815745,8
845932695821713408,6
845908185340891137,28
845901383383498752,12
845900849708707840,4
845898131111886849,5
845867915194896384,17
845791068302004225,7
845768201627750402,6
845765744621162496,13
845760068352061441,7
845705131756867585,10
845696792742236166,6
845684495017824260,10
845673429806333953,6
845661991154995202,9
845655831790194688,10
845637858325135360,9
845604451301949442,9
845576762922848256,8
845564874587435009,12
845500510652239872,9
845460745781436416,8
845403607658909696,14
845403170465632258,14
845388574786813952,10
845378142114078721,11
845314328366592003,15
845305885354348545,11
845301214057316353,8
845297321294352386,12
845292902326636544,9
845285331154952192,8
845178372468719616,11
845123773330161665,8
845107775256510464,9
845103149971070976,19
845087800550739969,10
845072946808979456,14
845062643761266691,10
845057322032349184,10
844997421423890436,10
844965154009858049,11
844924203136638976,8
844919205459906560,11
844892740278272001,7
844847759052046336,2
844813968627576832,10
844705242021314561,9
844656986260164609,15
844592031930503168,10
844590615186886660,11
844511514698616834,22
844424335376990208,15
844398322341285892,8
844392695313453056,6
844390177711816704,8
844367025736749056,9
844358506627170305,14
844341113641144324,9
844326099895095299,13
844292687830372360,4
844282969732800512,8
844278194899505153,9
844266748140371968,12
844262550393044997,10
844239805085028352,17
844227633651105792,10
844216495722979328,5
844214265481510912,11
844195647368679424,9
844166954642563073,13
844166726493331456,11
844165446274228224,9
844147085947617280,10
844133505701416961,7
844101286807179265,8
843987022830342144,5
843969177396428802,14
843967650677977088,11
843947783170199552,6
843915080819388416,8
843902280910934016,11
843889467530338304,7
843876071640629249,10
843804072293613569,7
843794254744891393,14
843762568871198720,9
843685862806360064,4
843681006762844160,10
843680501630099456,7
843635958922854400,7
843607064589012992,10
843590690047217664,7
843572302818217985,10
843561482600300550,14
843550183384399872,14
843543353430069248,36
843488487294865408,8
843472401056890880,27
843438374325125120,8
843404959286812673,8
843376218762297344,12
843331426351308801,5
843288418302005248,10
843276087077552128,11
843263000140288005,10
843261883935330304,5
843184449290420224,18
843183979586961408,16
843151519524536320,8
843058799586004992,10
843054932282478592,10
843020906872168450,11
842988509602304000,10
842956581339766784,4
842948951477305344,16
842947671652483072,11
842939662394052608,10
842933635737096193,12
842933580485484544,11
842899613359243272,8
842898599847649281,2
842887984626122752,10
842837856909496320,14
842807067836604417,28
842787353320210433,29
842775754404511744,13
842770777443389441,8
842753179527892993,12
842749910076309504,18
842743842906488833,9
842742567812976642,11
842740317375873024,7
842736400424488960,8
842700819975823361,8
842680661311856641,11
842581883129012224,15
842529796097753088,9
842507667004383232,8
842490667309944833,13
842483121647992833,4
842452207127691264,11
842435320180273152,7
842413909860614144,7
842394681577222144,7
842384969838264325,9
842351421534101504,8
842349585259466754,6
842282297789431809,10
842271732669009920,10
842239005454393345,2
842218870555443203,8
842213096219414528,9
842132127072284673,10
842118730851225602,12
842094582728933377,14
842079337205661697,10
842074484026798081,11
842070906587492357,9
842061101286207488,6
842058382915825664,6
842048618425143297,9
842032794331189248,12
842026984070889473,9
841899773208756225,5
841876615852355584,2
841793588644204544,8
841733941199429632,17
841696430985248770,8
841695437979570180,9
841680309406056448,10
841677608932769794,10
841670201246642178,9
841665229725429760,9
841662866373693441,8
841653129343041537,7
841647145035919360,10
841622627458392065,11
841604899146235904,11
841565986310483968,21
841537378841948160,9
841506940131905538,8
841477994283700227,10
841463585620529152,9
841424890477576193,20
841402159753224192,10
841380846732943360,9
841374601087242242,10
841370784295673856,9
841329274162466816,7
841328273992929281,33
841312924987719684,9
841292260058759168,10
841282477197000704,8
841242282649083908,11
841222321486647296,8
841197094966816768,12
841180527306539009,15
841141800475615233,8
841081627912609792,13
841071306980364289,7
841065015499153408,11
841032302583001088,5
841025984405082112,13
841016524802514945,10
841004660680994816,11
840991700080328704,6
840975062656270338,8
840893016982376449,9
840867332666884096,8
840864954043490304,10
840864950906171393,8
840843115229511680,10
840749184890351616,8
840625440570134528,9
840617112259461121,10
840602679655170052,9
840593216051261440,11
840573075057983489,9
840556033001050114,7
840541551436677122,8
840525461239320576,8
840495010671972352,8
840492089079029760,9
840482454515396608,8
840425390300622848,8
840423547206000641,12
840419346660904961,9
840413077552095232,10
840371970487263233,29
840358866764341248,9
840346828772122625,7
840315329247117313,9
840289656554041345,11
840247664210001921,12
840247311909474304,10
840242790281945088,10
840241891409027072,7
840185985333919744,5
840167855295479808,10
840113753274241025,12
840057192401244160,11
840028207256653824,11
840025919527960576,10
840006243230011393,8
839954914084270080,13
839953954905665538,11
839938861371392001,7
839850054760411137,8
839828213555683328,8
839818098471497728,9
839810114278330368,8
839798171756859393,5
839762184322310144,8
839733018344448000,5
839664043556290560,11
839611692791234564,13
839604393003581440,10
839506251553853440,9
839475873879314432,6
839471314704429056,10
839399421213290496,6
839332349410181120,15
839320467584466944,9
839316836781076481,10
839288829777440768,10
839272708152131584,6
839201548790038528,10
839189974104870912,12
839184997953191936,9
839173823408848896,10
839127492644470785,11
839124497521336321,5
839075419768913920,11
839036361222979584,9
839030211752636416,6
838977515150540800,7
838964510497071105,9
838939818570698752,6
838903050924240897,10
838825649137659904,8
838821489302437890,9
838788612892278784,6
838734664135233536,10
838728651545903104,18
838683324285661184,9
838675698864820224,7
838658429459787776,5
838454066078441473,25
838386924192739328,11
838349163712610304,9
838313349804929024,11
838182299564933120,14
838154088088993793,16
838148279984619523,9
838082276516851712,14
838079140876124160,8
838046410679455749,14
838045121685905408,12
838043123854999552,8
837997311389130752,15
837977742440267776,13
837967817026711552,11
837950748642148356,11
837928601450237952,8
837867272349835264,18
837863949223804928,12
837861913715421184,7
837860150513917952,7
837838183417139200,9
837835991712956416,10
837803530614362112,12
837792285202972672,10
837728292195139584,10
837694243447713794,8
837685269969186816,7
837665605050380288,13
837623589897715712,14
837600973350653952,17
837516898539556865,7
837498035236122624,22
837453509964394496,7
837430589741465600,6
837409715063820289,8
837401978128982024,6
837401896021295104,11
837394714206826497,10
837392645307711488,8
837371703558799361,8
837363285758357504,10
837350230102327296,10
837312806571606016,8
837305246984638466,8
837290144977780740,7
837282862063890434,7
837246098859249664,27
837108041250136064,15
837029386138316801,15
837024867623047174,22
837014668560515072,4
836999246956101633,8
836977259563077633,15
836957955920707584,14
836955442408538112,11
836897107638431746,5
836837372499210240,9
836834641965244416,18
836824578945069056,12
836798691168104448,10
836775368581246976,15
836752871152619520,6
836749689705771008,8
836622108964896768,6
836614551344918532,15
836609080487706624,8
836541473336225792,12
836521107108818944,8
836513101033967616,20
836437381926486016,8
836430242847813632,7
836407413293088769,8
836334712255741953,8
836317235849351168,18
836292027818127362,6
836191729669787649,10
836184110058045440,6
836105805434867712,8
836091315196690437,3
836079919608262656,8
835986557513396224,13
835979976813985792,11
835942516364980224,6
835942484463206400,11
835902333334732800,23
835898726749175808,6
835883194192904192,7
835849916199075844,7
835775879141785600,9
835757291660017664,13
835732977040642048,9
835680334268227585,8
835672500616953856,11
835613970367152129,14
835542131024474113,10
835507423079182337,15
835424737740345344,12
835404845792141312,7
835346089243000832,9
835286157919342592,13
835286130404663296,12
835285877572001792,14
835252506993258496,8
835248216287358981,10
835216200187596800,11
835185523123761153,9
835170930066358272,10
835157391297642496,9
835152280550793217,7
835119616917655552,9
835113424841498624,9
835105508415717376,14
835087381292285952,10
835013935120203776,13
834986214176456704,8
834923815905918978,14
834845308731420672,7
834842278988484612,11
834825207735005184,17
834810067077640192,32
834803479852019712,12
834752509201747968,9
834732137731481602,8
834661239313809408,4
834624655499538432,13
834563426693308416,10
834501271205842945,9
834501020159983616,9
834500518596767744,29
834473699680088065,13
834470565335486476,10
834442891934187520,10
834435405256806401,8
834432577184292868,12
834410687313145859,15
834390443395788800,13
834382563170938880,12
834374885195579392,4
834369665426137090,14
834294162178658305,14
834239193828167684,11
834237047170879488,12
834179495200382976,9
834138802968985600,6
834102500420632577,8
834089972156268544,4
834085313731579905,8
834034456935747584,9
834013243635093505,19
834002566572814338,17
833999606723796993,15
833981598798344192,9
833979584236380161,9
833952312586551296,19
833911930435805185,11
833893402404126720,1
833782797949161473,9
833775223287721985,11
833774500361752582,9
833739250772348929,13
833716407137402880,1
833704945538957312,6
833692740730884101,6
833685373872173059,9
833587444960276481,8
833563141917274113,9
833549261509914624,7
833519046595321856,6
833371181243842560,7
833352451877109762,13
833332245624651776,12
833330488160960515,5
833315204129837057,11
833295102009344001,14
833202456192364544,9
833190632575352834,14
833164820723687425,11
833160685139947520,7
833139498351476741,3
833105016290439168,10
833094717025955841,10
833030151965442048,10
833027990607056896,10
833004066313756672,6
833000659951706112,9
832994299407110144,4
832985886564433921,13
832981754021609472,9
832961633257398272,8
832960314132021248,11
832877324659863552,15
832845150854459392,4
832827048087334912,12
832797442017992704,7
832785464348143622,13
832756551257640960,7
832741067367780352,7
832713739275292673,9
832710862112751616,9
832665955880706048,8
832623597478776832,15
832620920334319616,12
832568281395503105,11
832557906016940033,10
832519999050960896,11
832486645505028098,6
832473386643185664,10
832342053795270659,9
832317623002095620,7
832258526533787650,6
832258303816249344,12
832245944502587392,5
832245189498507264,10
832197841347080192,14
832095951997247488,10
832091895249719296,8
832083586274689024,7
832069569577676800,12
832025859276025859,8
832021929733263361,7
832015390716940289,7
832000058069508100,6
831931548559691780,7
831892322908569601,10
831882321741676544,6
831874461695606785,9
831854559379259394,10
831820357908590593,10
831799362749681664,12
831784582366318592,11
831767755305123840,6
831746365923418114,7
831629849483759618,8
831629123495800835,11
831623786025930753,11
831608667191521280,9
831590336958914561,9
831517999555366913,11
831494365512085505,14
831488252595011584,7
831472720525275140,16
831470546021924864,11
831465480472973312,16
831443276263723009,5
831401342996463616,12
831381963399372800,5
831359854048591872,7
831321717318365184,12
831317020054528000,12
831288855940706304,11
831276779146850304,32
831273258687295489,6
831268981432578049,6
831263910762278916,11
831250341563858944,9
831222109477167104,11
831192060447322112,3
831130664523161602,8
831126810242985986,9
831098985108615168,11
831085510978306049,11
831054053736017921,7
831038896611983360,8
830988631896629248,10
830979186273767425,6
830969762956136448,4
830902511007625216,21
830876477377880066,11
830873224162390016,10
830865813657772033,9
830864452450918400,11
830804792268247041,11
830768965341192192,8
830733272678354944,15
830733192399306755,4
830711806008127488,12
830674872917487616,12
830657693006360577,13
830650211320098816,15
830642596854820866,11
830632106359402496,10
830522225736445952,10
830498642024804353,6
830495370958475264,23
830452940234166274,10
830442522413404161,15
830440945510391808,5
830439035789307911,15
830363517979127809,20
830319443800682498,13
830274172089679872,8
830249499033423872,22
830247056400797696,14
830238682745561088,11
830232391524433920,10
830220060291657728,8
830189106336526336,12
830186083979771904,8
830151819343060993,9
830130605870415874,7
830064764890054656,7
830054034061000704,9
830015727826526208,11
829877761292500992,22
829877306181165056,10
829868492887379969,8
829867736754954240,4
829833729224892416,9
829833229255442434,9
829832415942209540,11
829820191618002945,13
829758765855604736,13
829751727343665153,10
829721185147568128,9
829705052881354752,7
829698903926677504,6
829658607184523265,13
829639746737537024,6
829571211113951232,14
829564591910776832,7
829547639087710208,12
829486447098986496,7
829479937354633218,9
829436989799878657,22
829430665342918656,18
829419479373402112,7
829334703727636480,17
829332971685548032,7
829331971717345280,12
829282381697785857,9
829268991864668162,8
829208149328592903,10
829202127339798528,7
829192373171286018,6
829179969687392257,5
829150147758194688,9
829086385458012161,13
829079842972979200,6
829072135473786880,6
829068467659698176,12
829067212694622208,9
828995530462224386,13
828991975156219904,12
828929827633844224,13
828897477831045120,11
828827318659473409,9
828818329209028608,15
828763958270107648,8
828657018948952064,12
828646249616269313,15
828638419395940353,12
828628575532306433,14
828610274001375232,8
828585354705903616,8
828574212931592192,11
828568929513635842,10
828544016044146689,11
828539010871996420,6
828534551303557125,21
828417941557411841,12
828415088579248129,15
828381946770243585,11
828376317980733442,6
828372229922705408,13
828370158032920576,5
828315970397683712,10
828314835364507651,10
828312262326833154,9
828294871479943168,7
828278780120690692,10
828264499455074304,20
828224168323846144,6
828211782384746497,5
828166276338032640,22
828151112444243971,10
828101627903090688,10
828083500418990082,14
828060620796878852,13
828044148112515072,9
828025348705120256,9
827980737169219585,8
827947335195856896,18
827926611395764226,8
827916157487284224,13
827891996266287109,30
827889911256719361,9
827880986100826114,6
827863709338976257,12
827776512359354368,10
827758865311813633,10
827757186281521152,7
827753255341940736,13
827752546961854465,8
827746212837208064,9
827736190141005825,11
827625653604323329,10
827621432913846272,13
827605096968105985,4
827571744793845762,8
827546207186739201,10
827535888498429953,10
827473963085340672,4
827447254436945921,13
827408801686966272,11
827403814026162176,10
827357992177786884,15
827355677882474498,9
827318700973895680,10
827276882806661120,8
827276122756755457,13
827260423573368832,4
827246522655989760,11
827245812677754880,11
827218547596206085,12
827174582691917826,11
827136846761181188,12
827101507271077888,6
827045879492251648,7
827027020311838720,10
827013682060206081,8
827006140638699521,8
826929402067849217,16
826925621246832644,9
826918334570627073,13
826885661676429313,8
826872302038089729,7
826866471179546624,7
826764539005911041,6
826747007805091841,10
826727826523045888,15
826706343931240449,7
826671474341715969,9
826648843206942729,13
826643491820339200,13
826608008490786816,7
826567264115838980,7
826527975067774977,15
826526552783458306,9
826499195163049989,10
826480255691063296,13
826478142990774273,7
826476283005648897,15
826465403694104576,6
826460419724341248,11
826454553755320321,7
826451185909506048,7
826438158090907649,12
826335652123901953,8
826302817946234880,14
826275566898782209,4
826250428870430720,7
826201331480272896,4
826200078503333889,7
826172905860034560,11
826156551480152065,16
826111481041272832,4
826085952284160000,14
826067503197585408,9
826053227217055745,8
826037518088941571,21
826018519473090560,20
826007901781102592,11
825964287285981185,14
825955480119996416,14
825951177766481920,4
825891536042876929,13
825851249270616064,14
825797927079641088,9
825793786706026497,21
825780820971515908,21
825776041868349440,10
825772674945318918,14
825727706838990848,13
825715190163447808,12
825698516509011968,15
825557847178100736,6
825514475189047297,10
825460561991303168,9
825380668771164161,31
825380433479290880,6
825375845627916288,14
825372928904720384,14
825363054829387776,10
825349538521165827,11
825335614673473536,5
825312912977907713,11
825312744396189696,32
825305193977872384,5
825198591379722240,9
825147731421315072,4
825120467526754304,6
825114142507950080,15
825003014519943168,6
824974433068662784,10
824943091635351553,7
824905036912168964,6
824891069582028801,13
824883684893274117,21
824870077166080000,11
824858596936605696,10
824848465444212737,9
824836830474350593,10
824745009517883393,15
824713237899997184,10
824700939206430720,11
824688584359763969,17
824659324823859201,14
824655700332859395,4
824649315947778048,8
824521444101160961,12
824521357690077184,8
824495802106216448,12
824424147862294528,11
824380841157607424,4
824346385575268368,12
824299030410838017,12
824297892072538113,8
824286749186781184,14
824284698709028865,8
824219291255967744,11
824217980980625408,10
824210208448806913,9
824111056914149376,9
824084519267471360,9
824000723755134977,13
823976168068120577,12
823973013381058560,10
823962827773751296,10
823954777516154880,9
823929388781674496,9
823925849770590208,10
823913736863879168,11
823908746111963139,11
823900241892147200,9
823898459250028545,13
823883524956680192,9
823862923416260640,13
823845866285002753,6
823814812865941505,15
823809502059364352,8
823791682474885121,8
823767312796975104,10
823765024107728896,9
823686795783241730,14
823666044187320321,8
823655190544977923,17
823654072016371712,11
823553885444784128,9
823528253822562304,7
823520783830052866,11
823469825573974016,7
823420000664842240,11
823381006145167360,11
823275227559890944,19
823264225745403907,8
823216198343081986,14
823213680313716737,16
823208467292889088,10
823162343769206784,4
823140659716558848,11
823125581797670912,13
823121081292599296,12
823112594710036480,9
823040434285019136,10
823003803121254400,9
822982117663576065,6
822948907588186112,7
822946884981497856,8
822860204056477698,7
822859064401162241,6
822837815775993856,5
822818806301159424,22
822794528486727680,10
822760659154767872,8
822759048907026432,13
822755571862564864,7
822704032376561664,4
822632398118670336,11
822584855523454977,8
822535282788597760,15
822511913083043840,10
822487279524528128,4
822470523556925441,6
822469990246916098,5
822465368623116288,15
822455250875535360,9
822441896937213952,18
822432274327150592,32
822428466200989696,11
822420412340387840,13
822411701953953792,7
822388364024414208,7
822326563303661568,14
822310063381413889,7
822287556893114370,8
822277516857606144,10
822273326592782336,8
822259513734664192,12
822224625421561857,14
822209802910789633,5
822204691518017540,8
822152282741633025,12
822144166532628489,15
822141585324281857,14
822113612814811139,8
822048462153732098,11
822036129104982017,7
821907641811214336,11
821872300135809025,13
821802223986470912,10
821782964992409614,11
821717901518536704,8
821708975964127232,6
821685042812506112,14
821680211230130178,8
821653670781652993,14
821518979546091520,7
821503651856416772,8
821482319022202880,6
821482229213728768,12
821444234003775488,7
821430885761355777,10
821422295419879424,14
821421554160439296,10
821409432500310016,15
821406230883094528,14
821379376604442624,7
821363956094746624,10
821333753712836608,5
821300033022783488,10
821188307841413120,12
821163176238583809,7
821156446461116416,10
821048658011492352,19
821026728667533313,10
821017285926285312,6
821012380503183360,9
821009630188990465,9
820980529034043392,15
820939920852271105,8
820909344925552640,11
820871485871058944,8
820824914026496004,5
820812825446780928,15
820806138786615297,11
820751708787736576,8
820694586817413120,7
820682678039117825,7
820680726244954113,8
820669403796828167,10
820646782224965632,13
820644460740702208,15
820626796928532480,10
820604008863768577,9
820578778401349632,10
820570086629134336,17
820480348773580800,7
820469313379438594,7
820468963364704257,11
820466301344878592,13
820388451082190848,14
820374872530423808,8
820338746600132608,9
820337255504080897,20
820322139823833088,9
820275145558421505,12
820269245099606017,4
820266784121122816,7
820218672472096768,11
820216235556294656,9
820146285575405571,11
820076484752801792,10
820063430740738048,7
820060172622012416,13
820052843386109953,11
819995186440896512,7
819988878341926912,10
819968026623741953,12
819916954517536770,15
819911414492053504,10
819868765965824002,5
819867442033922052,23
819836429115265024,9
819828866466385920,11
819819490796040193,12
819807895227248640,5
819782361751502848,5
819675580077637632,7
819648295823937536,10
819644643461779456,20
819617743628595200,13
819601087409909760,8
819590395671801856,16
819574710015037440,5
819541991834914816,19
819530887394193408,9
819521310921490432,10
819519549498343425,7
819496024381292545,8
819473140120223745,10
819356240132374529,17
819354223703945219,6
819348702607396865,9
819341882048266245,9
819289048527368193,11
819286786602102784,9
819282792580313089,10
819276448842338307,13
819257850283380740,17
819232723109871620,14
819168754466770945,12
819081353404747776,13
819056502862442496,8
819056213640015874,10
819036545038553088,7
819018800536363009,8
819009388069453830,21
818999646181801989,6
818933699039399938,6
818896176971821056,14
818888039703478272,12
818727830041178112,11
818704119443714048,9
818671414806908928,9
818660164656107521,7
818645289389195264,6
818644270471086084,11
818637995167412224,10
818578602778365953,9
818559221033672705,11
818474791220969472,8
818466800384036864,15
818434757830868993,10
818431053765509120,17
818419582901817344,17
818410050716889088,9
818390903312306176,10
818222469907677190,8
818215760807989248,10
818211891277340672,11
818188295452692483,3
818185517921632256,11
818181763889582080,11
818151492574121985,3
818116200853098497,11
818105225722658816,10
818071976984002560,11
818036323374268417,9
818032652674596864,28
818021183304204288,17
817968322952261634,8
817965810517995520,5
817861517316071426,8
817851801244405760,15
817838220574687234,10
817834229493104640,15
817818841367609347,10
817814818837172224,14
817801823952236544,9
817787889052434432,8
817755443351224325,12
817737825860911105,12
817732714107437059,9
817727492903424002,28
817653013431119872,7
817574483930284033,9
817537064111484928,7
817533483950211073,11
817520643482808321,10
817512712150257664,11
817505535691890688,11
817478580536045572,4
817473640828641284,11
817455726532689921,7
817452098421985280,8
817418461865476096,11
817318114144714752,6
817310004021784576,8
817255641211224064,7
817250821385486341,12
817176366537994240,9
817165803875401729,10
817134869495119872,16
817101852957405184,13
817088530694471680,9
817086780696576001,10
817086086908354560,5
817064374833586177,35
817032733914501121,7
817014410850041857,11
817010009624211460,11
816981389472047104,18
816906299111862272,5
816900058763370496,10
816843479137583104,4
816817351660216320,11
816774302498484225,6
816771788826963973,19
816759333270786048,13
816733470697267200,8
816725403217891332,12
816724077247401984,8
816705989605027841,13
816699986515787776,6
816571213677993984,15
816540704956706816,10
816440723587420161,9
816434243203137537,4
816419351012184064,9
816363958063927296,1
816285009799684097,12
816275501429956609,11
816255351158931457,15
816201716551008256,10
816178536192933889,14
816139294972772352,11
816079192416800768,12
816077624371884032,6
816057303237439488,9
816052219783028736,9
816027556772188160,9
816020475704971264,9
816014984815804419,9
815972960578183168,20
815959116946542594,12
815912791382986752,13
815903416199376896,12
815850938267275266,6
815849734317412352,19
815845088538591232,8
815838311734448129,9
815791499300446208,4
815731862815571970,11
815702062377930752,5
815698310644297729,11
815686331678523393,11
815685556290154500,10
815667927533948929,9
815654093402173440,10
815618834975653888,11
815611894052585472,13
815586341899694080,10
815573588111724544,15
815526716475080705,5
815490761395412992,5
815421046023188482,5
