id,TA_pos_feat_NNP,TA_pos_feat_DT,TA_pos_feat_PRP,TA_pos_feat_(,TA_pos_feat_CD,TA_pos_feat_WRB,TA_pos_feat_WP,TA_pos_feat_IN,TA_pos_feat_MD,TA_pos_feat_VBZ,TA_pos_feat_VBD,TA_pos_feat_$,TA_pos_feat_JJ,TA_pos_feat_'',TA_pos_feat_VBP,TA_pos_feat_PRP$,TA_pos_feat_EX,TA_pos_feat_NNPS,TA_pos_feat_``,TA_pos_feat_FW,TA_pos_feat_TO
858137811039465472,7.69,15.38,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
858070460814184448,7.69,7.69,0.0,0.0,15.38,0.0,0.0,7.69,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69
858048368974733312,17.65,0.0,0.0,0.0,0.0,0.0,0.0,5.88,5.88,0.0,0.0,0.0,11.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88
858033553468252160,15.38,15.38,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0
858025529429065729,5.56,2.78,2.78,0.0,0.0,0.0,0.0,5.56,0.0,2.78,0.0,0.0,13.89,0.0,2.78,0.0,0.0,0.0,0.0,0.0,5.56
857977494275846144,8.33,8.33,0.0,0.0,25.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857970008269496320,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,8.33,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857924202548088832,14.29,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,7.14,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857902233232527360,25.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0
857883874663120898,9.09,0.0,0.0,0.0,0.0,0.0,0.0,18.18,0.0,9.09,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09
857818691471380481,6.67,6.67,0.0,0.0,0.0,0.0,0.0,6.67,0.0,6.67,0.0,0.0,13.33,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0
857681004047347713,5.56,16.67,0.0,0.0,5.56,0.0,5.56,5.56,0.0,5.56,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56
857659646663962625,18.18,9.09,0.0,0.0,0.0,0.0,0.0,9.09,0.0,9.09,9.09,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857647139127558144,0.0,23.08,7.69,0.0,0.0,0.0,0.0,0.0,7.69,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857588031318110208,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
857587134491893761,0.0,0.0,0.0,0.0,14.29,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857543708828467200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0
857542383784919040,25.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0
857497306077302785,11.11,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,11.11,0.0,0.0,11.11,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0
857478939240955904,8.33,8.33,0.0,0.0,0.0,0.0,8.33,8.33,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0
857417141758435328,25.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857416784953188352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5
857403369601761281,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,7.14,7.14,0.0,0.0,0.0,0.0,0.0,0.0
857402097976963075,8.7,4.35,4.35,0.0,0.0,0.0,4.35,0.0,4.35,4.35,0.0,0.0,4.35,8.7,8.7,4.35,0.0,0.0,0.0,0.0,4.35
857366516186173440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,7.69,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69
857320960063655936,9.09,9.09,0.0,0.0,0.0,0.0,0.0,18.18,0.0,0.0,0.0,0.0,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857308307165466625,0.0,15.38,7.69,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,7.69
857297814954659845,11.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,11.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857258494491332609,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
857258494168367104,21.43,0.0,7.14,0.0,0.0,7.14,0.0,7.14,0.0,7.14,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14
857251677904228352,15.79,5.26,5.26,0.0,0.0,5.26,0.0,0.0,5.26,10.53,0.0,0.0,10.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857247620938559491,36.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857139702989824003,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857068231936364544,35.29,0.0,0.0,0.0,11.76,0.0,0.0,11.76,0.0,5.88,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88
857046844819558400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,15.38,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69
856986260447125505,15.0,15.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856946762598277120,16.67,0.0,0.0,0.0,0.0,0.0,0.0,8.33,8.33,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0
856942406339637249,0.0,0.0,7.14,0.0,7.14,0.0,0.0,14.29,7.14,0.0,0.0,7.14,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856934629001056256,25.0,6.25,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25
856928814936588289,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,6.25,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25
856877249412378624,14.29,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,14.29,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856780134199775232,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
856752936017416192,18.18,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,9.09,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856693259988611072,23.08,0.0,0.0,0.0,0.0,0.0,0.0,15.38,0.0,15.38,0.0,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0
856692779883388928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,9.09,9.09,9.09,0.0,0.0,0.0,0.0,0.0,0.0
856681188328603650,46.15,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,7.69,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856664601269850112,53.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0
856621318791462912,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856562464070094848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,7.14,7.14,0.0,0.0,14.29,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0
856492941795237888,0.0,11.11,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856474402157887488,33.33,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856458143248908288,0.0,0.0,7.69,0.0,0.0,0.0,0.0,15.38,0.0,7.69,7.69,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0
856425253240786944,28.57,0.0,0.0,0.0,0.0,0.0,0.0,21.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14
856369615852756994,0.0,11.11,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,22.22,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0
856354300582297600,45.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856311741474590720,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856286072996864001,40.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0
856232580991025153,6.67,13.33,0.0,0.0,6.67,0.0,6.67,13.33,6.67,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0
856203524631384066,6.25,6.25,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0,0.0,6.25,6.25,6.25,0.0,0.0,0.0,0.0,0.0,6.25
856199512880230405,18.75,6.25,6.25,0.0,0.0,0.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25
856198484495482880,0.0,0.0,6.67,0.0,6.67,6.67,0.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,0.0,0.0,6.67
856161994419851265,0.0,20.0,6.67,0.0,6.67,0.0,0.0,6.67,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67
856113335783313408,9.09,18.18,0.0,0.0,0.0,0.0,0.0,18.18,0.0,9.09,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856112780960833536,0.0,11.11,0.0,0.0,11.11,0.0,0.0,0.0,0.0,22.22,0.0,0.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856029381562683392,0.0,9.09,0.0,0.0,9.09,9.09,0.0,9.09,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856026219007156225,22.22,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856017796370747392,0.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855965425993175040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855955661787627521,55.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855921918540746756,13.33,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,6.67,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67
855917932014186496,0.0,7.14,0.0,0.0,7.14,0.0,0.0,21.43,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14
855913360151502850,7.14,0.0,0.0,0.0,0.0,0.0,0.0,21.43,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855851740389937152,16.67,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0
855795860751437824,23.08,0.0,0.0,0.0,7.69,0.0,0.0,15.38,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855787287145263105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855743917584781312,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,27.27,0.0,9.09,0.0,0.0,9.09,0.0,0.0,9.09
855731167114481664,9.09,0.0,0.0,0.0,0.0,0.0,0.0,27.27,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855730809969545216,31.25,0.0,6.25,0.0,12.5,0.0,0.0,6.25,0.0,0.0,12.5,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855695165150949376,12.5,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855622164359327744,21.43,0.0,0.0,0.0,7.14,0.0,0.0,14.29,0.0,0.0,14.29,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855514887983955970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855496610448646146,0.0,7.69,7.69,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855420780628238339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0
855315209161916417,15.38,0.0,0.0,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,15.38,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855279932997595136,0.0,0.0,7.14,0.0,0.0,7.14,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,7.14
855247160689934336,11.11,11.11,0.0,0.0,11.11,0.0,0.0,11.11,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855224570713956352,36.84,5.26,0.0,0.0,0.0,5.26,0.0,5.26,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26
855206973264072704,20.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,13.33,0.0,0.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855194637828542466,25.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,8.33,0.0,8.33,0.0,0.0,8.33,0.0,0.0,0.0
855113853948055552,17.39,8.7,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0,0.0,0.0,4.35,0.0,4.35,4.35,0.0,0.0,0.0,0.0,0.0
855107177224302593,33.33,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855078905975328768,0.0,16.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,20.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
855049665410203651,9.09,9.09,0.0,0.0,0.0,0.0,0.0,9.09,0.0,9.09,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09
855043478895693825,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855026403783344128,7.69,0.0,0.0,0.0,15.38,0.0,0.0,7.69,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855011727418826756,12.5,6.25,0.0,0.0,0.0,6.25,0.0,18.75,0.0,0.0,6.25,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854996420268613633,30.77,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,7.69,0.0,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854938376671244289,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854858902630006787,0.0,13.33,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,6.67,0.0,6.67,0.0,0.0,0.0,0.0,0.0,13.33
854832737949171712,0.0,9.09,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0
854820706730639360,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
854811886390476802,43.75,6.25,0.0,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854779678363660288,14.29,7.14,0.0,0.0,0.0,7.14,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14
854741108252958720,6.67,0.0,6.67,0.0,0.0,6.67,0.0,6.67,6.67,0.0,6.67,0.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854718233869299714,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,6.25,0.0,0.0,0.0,0.0,0.0,6.25
854700438788222976,15.38,7.69,7.69,0.0,0.0,0.0,7.69,15.38,0.0,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69
854687470805495808,42.86,0.0,0.0,0.0,0.0,0.0,7.14,7.14,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14
854671176152436736,8.33,0.0,0.0,0.0,8.33,0.0,0.0,8.33,0.0,8.33,0.0,0.0,16.67,0.0,0.0,0.0,0.0,8.33,0.0,0.0,8.33
854645776672272384,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,21.43,0.0,7.14,0.0,0.0,0.0,0.0,0.0,7.14
854519013061394434,0.0,22.22,0.0,0.0,0.0,0.0,0.0,22.22,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854507607637336066,26.67,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67
854461550744219649,25.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854433102659178496,0.0,15.79,10.53,5.26,0.0,0.0,0.0,10.53,0.0,0.0,0.0,0.0,10.53,0.0,10.53,0.0,0.0,0.0,0.0,0.0,0.0
854404197437104129,0.0,5.88,0.0,0.0,17.65,0.0,0.0,5.88,5.88,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854355274588729348,10.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854351357716963329,5.88,11.76,0.0,0.0,5.88,0.0,0.0,17.65,0.0,5.88,0.0,0.0,11.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854313819396616193,0.0,8.33,0.0,0.0,8.33,0.0,0.0,25.0,8.33,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854305973355372545,15.38,7.69,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,7.69,0.0,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69
854266073658667008,36.36,0.0,0.0,0.0,0.0,0.0,9.09,0.0,9.09,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854128850493743105,14.29,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,14.29,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854079792341286912,0.0,7.41,0.0,0.0,3.7,0.0,0.0,7.41,3.7,3.7,0.0,0.0,18.52,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0
854070498405355521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,7.14,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854059820055396355,0.0,5.26,0.0,0.0,0.0,5.26,0.0,5.26,0.0,0.0,0.0,0.0,5.26,0.0,5.26,5.26,0.0,0.0,0.0,0.0,0.0
854045064816971776,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853985186261938176,25.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5
853963719394635776,22.22,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853956333175017474,28.57,0.0,14.29,0.0,0.0,0.0,0.0,7.14,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853946092416897025,6.67,13.33,0.0,0.0,0.0,0.0,0.0,20.0,0.0,6.67,0.0,0.0,13.33,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0
853941114558173184,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11
853888909222322176,10.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
853864357209530368,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853851820007055360,7.69,0.0,11.54,0.0,0.0,0.0,0.0,11.54,0.0,11.54,7.69,0.0,11.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853817799126523904,11.11,0.0,0.0,0.0,0.0,0.0,0.0,5.56,5.56,11.11,0.0,0.0,5.56,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853786555370156032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.27,0.0,0.0,0.0,0.0,27.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853759983879630848,6.67,10.0,0.0,0.0,3.33,0.0,3.33,20.0,0.0,3.33,3.33,0.0,6.67,0.0,3.33,3.33,0.0,0.0,0.0,0.0,0.0
853732519107334144,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853728852157366272,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853691730075537408,4.35,0.0,4.35,0.0,0.0,4.35,0.0,4.35,4.35,0.0,4.35,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7
