id,PT_formal
844166954642563073,2
844166726493331456,16
844165446274228224,7
844147085947617280,10
844133505701416961,7
844101286807179265,11
843987022830342144,6
843969177396428802,14
843967650677977088,11
843947783170199552,16
843915080819388416,12
843902280910934016,7
843889467530338304,9
843876071640629249,10
843804072293613569,6
843794254744891393,14
843762568871198720,10
843685862806360064,14
843681006762844160,10
843680501630099456,7
843635958922854400,9
843607064589012992,9
843590690047217664,14
843572302818217985,10
843561482600300550,18
843550183384399872,19
843543353430069248,17
843488487294865408,8
843472401056890880,11
843438374325125120,6
843404959286812673,8
843376218762297344,12
843331426351308801,13
843288418302005248,12
843276087077552128,14
843263000140288005,10
843261883935330304,5
843184449290420224,10
843183979586961408,14
843151519524536320,8
843058799586004992,10
843054932282478592,18
843020906872168450,11
842988509602304000,11
842956581339766784,16
842948951477305344,14
842947671652483072,11
842939662394052608,10
842933635737096193,12
842933580485484544,11
842899613359243272,10
842898599847649281,10
842887984626122752,11
842837856909496320,14
842807067836604417,10
842787353320210433,14
842775754404511744,9
842770777443389441,9
842753179527892993,12
842749910076309504,7
842743842906488833,11
842742567812976642,10
842740317375873024,11
842736400424488960,14
842700819975823361,8
842680661311856641,11
842581883129012224,10
842529796097753088,17
842507667004383232,8
842490667309944833,14
842483121647992833,4
842452207127691264,11
842435320180273152,8
842413909860614144,11
842394681577222144,10
842384969838264325,10
842351421534101504,10
842349585259466754,6
842282297789431809,12
842271732669009920,19
842239005454393345,17
842218870555443203,9
842213096219414528,16
842132127072284673,13
842118730851225602,15
842094582728933377,11
842079337205661697,9
842074484026798081,14
842070906587492357,9
842061101286207488,8
842058382915825664,6
842048618425143297,16
842032794331189248,12
842026984070889473,15
841899773208756225,10
841876615852355584,11
841793588644204544,8
841733941199429632,8
841696430985248770,8
841695437979570180,9
841680309406056448,17
841677608932769794,3
841670201246642178,5
841665229725429760,9
841662866373693441,8
841653129343041537,6
841647145035919360,9
841622627458392065,11
841604899146235904,11
841565986310483968,9
841537378841948160,9
841506940131905538,10
841477994283700227,12
841463585620529152,9
841424890477576193,18
841402159753224192,17
841380846732943360,10
841374601087242242,10
841370784295673856,9
841329274162466816,7
841328273992929281,18
841312924987719684,8
841292260058759168,13
841282477197000704,6
841242282649083908,11
841222321486647296,12
841197094966816768,15
841180527306539009,15
841141800475615233,8
841081627912609792,12
841071306980364289,7
841065015499153408,11
841032302583001088,8
841025984405082112,23
841016524802514945,13
841004660680994816,10
840991700080328704,0
840975062656270338,17
840893016982376449,9
840867332666884096,8
840864954043490304,10
840864950906171393,8
840843115229511680,10
840749184890351616,8
840625440570134528,12
840617112259461121,10
840602679655170052,9
840593216051261440,14
840573075057983489,9
840556033001050114,7
840541551436677122,8
840525461239320576,8
840495010671972352,8
840492089079029760,9
840482454515396608,8
840425390300622848,8
840423547206000641,12
840419346660904961,19
840413077552095232,10
840371970487263233,11
840358866764341248,5
840346828772122625,7
840315329247117313,11
840289656554041345,11
840247664210001921,15
840247311909474304,11
840242790281945088,4
840241891409027072,7
840185985333919744,6
840167855295479808,7
840113753274241025,12
840057192401244160,19
840028207256653824,9
840025919527960576,10
840006243230011393,10
839954914084270080,13
839953954905665538,13
839938861371392001,6
839850054760411137,9
839828213555683328,8
839818098471497728,9
839810114278330368,8
839798171756859393,10
839762184322310144,10
839733018344448000,5
839664043556290560,12
839611692791234564,16
839604393003581440,8
839506251553853440,13
839475873879314432,7
839471314704429056,4
839399421213290496,6
839332349410181120,8
839320467584466944,9
839316836781076481,9
839288829777440768,11
839272708152131584,6
839201548790038528,9
839189974104870912,11
839184997953191936,13
839173823408848896,11
839127492644470785,9
839124497521336321,5
839075419768913920,14
839036361222979584,9
839030211752636416,6
838977515150540800,7
838964510497071105,9
838939818570698752,12
838903050924240897,12
838825649137659904,1
838821489302437890,9
838788612892278784,12
838734664135233536,10
838728651545903104,15
838683324285661184,9
838675698864820224,10
838658429459787776,3
838454066078441473,7
838386924192739328,5
838349163712610304,8
838313349804929024,6
838182299564933120,14
838154088088993793,7
838148279984619523,9
838082276516851712,14
838079140876124160,20
838046410679455749,14
838045121685905408,17
838043123854999552,8
837997311389130752,13
837977742440267776,6
837967817026711552,11
837950748642148356,15
837928601450237952,8
837867272349835264,2
837863949223804928,11
837861913715421184,12
837860150513917952,13
837838183417139200,10
837835991712956416,13
837803530614362112,13
837792285202972672,1
837728292195139584,10
837694243447713794,16
837685269969186816,18
837665605050380288,13
837623589897715712,12
837600973350653952,14
837516898539556865,14
837498035236122624,5
837453509964394496,8
837430589741465600,6
837409715063820289,6
837401978128982024,3
837401896021295104,11
837394714206826497,10
837392645307711488,18
837371703558799361,11
837363285758357504,6
837350230102327296,10
837312806571606016,18
837305246984638466,10
837290144977780740,11
837282862063890434,11
837246098859249664,13
837108041250136064,14
837029386138316801,15
837024867623047174,11
837014668560515072,7
836999246956101633,8
836977259563077633,7
836957955920707584,14
836955442408538112,11
836897107638431746,5
836837372499210240,10
836834641965244416,16
836824578945069056,13
836798691168104448,10
836775368581246976,13
836752871152619520,6
836749689705771008,6
836622108964896768,17
836614551344918532,16
836609080487706624,8
836541473336225792,6
836521107108818944,5
836513101033967616,13
836437381926486016,8
836430242847813632,9
836407413293088769,8
836334712255741953,6
836317235849351168,16
836292027818127362,9
836191729669787649,8
836184110058045440,5
836105805434867712,9
836091315196690437,3
836079919608262656,8
835986557513396224,9
835979976813985792,10
835942516364980224,6
835942484463206400,10
835902333334732800,11
835898726749175808,11
835883194192904192,5
835849916199075844,11
835775879141785600,9
835757291660017664,13
835732977040642048,9
835680334268227585,9
835672500616953856,21
835613970367152129,14
835542131024474113,7
835507423079182337,14
835424737740345344,14
835404845792141312,8
835346089243000832,13
835286157919342592,13
835286130404663296,11
835285877572001792,9
835252506993258496,10
835248216287358981,10
835216200187596800,11
835185523123761153,9
835170930066358272,11
835157391297642496,16
835152280550793217,7
835119616917655552,14
835113424841498624,10
835105508415717376,11
835087381292285952,12
835013935120203776,13
834986214176456704,8
834923815905918978,14
834845308731420672,8
834842278988484612,15
834825207735005184,7
834810067077640192,15
834803479852019712,12
834752509201747968,7
834732137731481602,9
834661239313809408,4
834624655499538432,8
834563426693308416,10
834501271205842945,11
834501020159983616,14
834500518596767744,11
834473699680088065,12
834470565335486476,7
834442891934187520,10
834435405256806401,16
834432577184292868,12
834410687313145859,13
834390443395788800,18
834382563170938880,11
834374885195579392,4
834369665426137090,9
834294162178658305,14
834239193828167684,4
834237047170879488,12
834179495200382976,9
834138802968985600,6
834102500420632577,8
834089972156268544,11
834085313731579905,7
834034456935747584,9
834013243635093505,22
834002566572814338,6
833999606723796993,5
833981598798344192,9
833979584236380161,14
833952312586551296,14
833911930435805185,11
833893402404126720,15
833782797949161473,8
833775223287721985,14
833774500361752582,9
833739250772348929,17
833716407137402880,4
833704945538957312,1
833692740730884101,6
833685373872173059,6
833587444960276481,8
833563141917274113,21
833549261509914624,7
833519046595321856,6
833371181243842560,7
833352451877109762,13
833332245624651776,12
833330488160960515,1
833315204129837057,9
833295102009344001,14
833202456192364544,9
833190632575352834,12
833164820723687425,4
833160685139947520,10
833139498351476741,11
833105016290439168,10
833094717025955841,14
833030151965442048,10
833027990607056896,10
833004066313756672,5
833000659951706112,9
832994299407110144,9
832985886564433921,14
832981754021609472,11
832961633257398272,8
832960314132021248,11
832877324659863552,13
832845150854459392,12
832827048087334912,6
832797442017992704,11
832785464348143622,13
832756551257640960,8
832741067367780352,10
832713739275292673,9
832710862112751616,9
832665955880706048,10
832623597478776832,13
832620920334319616,12
832568281395503105,11
832557906016940033,10
832519999050960896,10
832486645505028098,6
832473386643185664,10
832342053795270659,9
832317623002095620,7
832258526533787650,18
832258303816249344,11
832245944502587392,6
832245189498507264,10
832197841347080192,6
832095951997247488,10
832091895249719296,8
832083586274689024,8
832069569577676800,10
832025859276025859,8
832021929733263361,7
832015390716940289,11
832000058069508100,5
831931548559691780,18
831892322908569601,11
831882321741676544,13
831874461695606785,14
831854559379259394,10
831820357908590593,16
831799362749681664,13
831784582366318592,11
831767755305123840,6
831746365923418114,7
831629849483759618,14
831629123495800835,12
831623786025930753,12
831608667191521280,12
831590336958914561,4
831517999555366913,11
831494365512085505,8
831488252595011584,15
831472720525275140,14
831470546021924864,9
831465480472973312,17
831443276263723009,12
831401342996463616,12
831381963399372800,10
831359854048591872,9
831321717318365184,12
831317020054528000,12
831288855940706304,11
831276779146850304,14
831273258687295489,5
831268981432578049,4
831263910762278916,11
831250341563858944,13
831222109477167104,7
831192060447322112,12
831130664523161602,8
831126810242985986,9
831098985108615168,11
831085510978306049,12
831054053736017921,8
831038896611983360,8
830988631896629248,8
830979186273767425,10
830969762956136448,4
830902511007625216,12
830876477377880066,11
830873224162390016,9
830865813657772033,9
830864452450918400,13
830804792268247041,11
830768965341192192,8
830733272678354944,13
830733192399306755,4
830711806008127488,12
830674872917487616,11
830657693006360577,13
830650211320098816,6
830642596854820866,7
830632106359402496,17
830522225736445952,10
830498642024804353,6
830495370958475264,5
830452940234166274,8
830442522413404161,15
830440945510391808,5
830439035789307911,15
830363517979127809,12
830319443800682498,14
830274172089679872,8
830249499033423872,12
830247056400797696,11
830238682745561088,12
830232391524433920,10
830220060291657728,9
830189106336526336,15
830186083979771904,13
830151819343060993,9
830130605870415874,9
830064764890054656,10
830054034061000704,9
830015727826526208,10
829877761292500992,16
829877306181165056,10
829868492887379969,9
829867736754954240,16
829833729224892416,9
829833229255442434,15
829832415942209540,18
829820191618002945,13
829758765855604736,15
829751727343665153,10
829721185147568128,9
829705052881354752,14
829698903926677504,21
829658607184523265,11
829639746737537024,6
829571211113951232,14
829564591910776832,7
829547639087710208,11
829486447098986496,7
829479937354633218,15
829436989799878657,8
829430665342918656,18
829419479373402112,7
829334703727636480,16
829332971685548032,14
829331971717345280,12
829282381697785857,11
829268991864668162,8
829208149328592903,11
829202127339798528,7
829192373171286018,6
829179969687392257,5
829150147758194688,3
829086385458012161,3
829079842972979200,11
829072135473786880,6
829068467659698176,12
829067212694622208,9
828995530462224386,12
828991975156219904,13
828929827633844224,13
828897477831045120,11
828827318659473409,4
828818329209028608,14
828763958270107648,2
828657018948952064,12
828646249616269313,10
828638419395940353,14
828628575532306433,13
828610274001375232,8
828585354705903616,8
828574212931592192,11
828568929513635842,15
828544016044146689,11
828539010871996420,7
828534551303557125,9
828417941557411841,10
828415088579248129,8
828381946770243585,7
828376317980733442,7
828372229922705408,8
828370158032920576,13
828315970397683712,11
828314835364507651,5
828312262326833154,12
828294871479943168,8
828278780120690692,8
828264499455074304,14
828224168323846144,12
828211782384746497,5
828166276338032640,9
828151112444243971,16
828101627903090688,10
828083500418990082,14
828060620796878852,21
828044148112515072,12
828025348705120256,13
827980737169219585,17
827947335195856896,18
827926611395764226,8
827916157487284224,12
827891996266287109,7
827889911256719361,12
827880986100826114,6
827863709338976257,16
827776512359354368,10
827758865311813633,7
827757186281521152,4
827753255341940736,10
827752546961854465,8
827746212837208064,9
827736190141005825,11
827625653604323329,10
827621432913846272,14
827605096968105985,5
827571744793845762,11
827546207186739201,10
827535888498429953,10
827473963085340672,4
827447254436945921,13
827408801686966272,11
827403814026162176,12
827357992177786884,10
827355677882474498,9
827318700973895680,10
827276882806661120,8
827276122756755457,6
827260423573368832,11
827246522655989760,11
827245812677754880,2
827218547596206085,12
827174582691917826,17
827136846761181188,11
827101507271077888,6
827045879492251648,8
827027020311838720,11
827013682060206081,8
827006140638699521,18
826929402067849217,14
826925621246832644,9
826918334570627073,13
826885661676429313,9
826872302038089729,7
826866471179546624,7
826764539005911041,9
826747007805091841,8
826727826523045888,15
826706343931240449,8
826671474341715969,8
826648843206942729,23
826643491820339200,13
826608008490786816,7
826567264115838980,7
826527975067774977,7
826526552783458306,4
826499195163049989,9
826480255691063296,13
826478142990774273,7
826476283005648897,8
826465403694104576,1
826460419724341248,13
826454553755320321,7
826451185909506048,4
826438158090907649,13
826335652123901953,10
826302817946234880,11
826275566898782209,8
826250428870430720,3
826201331480272896,4
826200078503333889,14
826172905860034560,12
826156551480152065,16
826111481041272832,4
826085952284160000,15
826067503197585408,10
826053227217055745,6
826037518088941571,14
826018519473090560,5
826007901781102592,12
825964287285981185,7
825955480119996416,17
825951177766481920,16
825891536042876929,15
825851249270616064,15
825797927079641088,9
825793786706026497,14
825780820971515908,12
825776041868349440,10
825772674945318918,14
825727706838990848,15
825715190163447808,5
825698516509011968,13
825557847178100736,8
825514475189047297,10
825460561991303168,11
825380668771164161,18
825380433479290880,8
825375845627916288,14
825372928904720384,11
825363054829387776,11
825349538521165827,11
825335614673473536,5
825312912977907713,11
825312744396189696,23
825305193977872384,23
825198591379722240,9
825147731421315072,13
825120467526754304,10
825114142507950080,15
825003014519943168,5
824974433068662784,15
824943091635351553,9
824905036912168964,6
824891069582028801,13
824883684893274117,17
824870077166080000,14
824858596936605696,11
824848465444212737,10
824836830474350593,10
824745009517883393,1
824713237899997184,10
824700939206430720,11
824688584359763969,17
824659324823859201,14
824655700332859395,4
824649315947778048,14
824521444101160961,12
824521357690077184,8
824495802106216448,12
824424147862294528,10
824380841157607424,17
824346385575268368,12
824299030410838017,13
824297892072538113,10
824286749186781184,14
824284698709028865,8
824219291255967744,11
824217980980625408,10
824210208448806913,13
824111056914149376,10
824084519267471360,15
824000723755134977,8
823976168068120577,12
823973013381058560,10
823962827773751296,10
823954777516154880,8
823929388781674496,9
823925849770590208,8
823913736863879168,11
823908746111963139,13
823900241892147200,13
823898459250028545,12
823883524956680192,12
823862923416260640,16
823845866285002753,6
823814812865941505,12
823809502059364352,9
823791682474885121,9
823767312796975104,10
823765024107728896,9
823686795783241730,8
823666044187320321,8
823655190544977923,10
823654072016371712,11
823553885444784128,9
823528253822562304,12
823520783830052866,11
823469825573974016,14
823420000664842240,9
823381006145167360,9
823275227559890944,14
823264225745403907,10
823216198343081986,9
823213680313716737,16
823208467292889088,8
823162343769206784,4
823140659716558848,9
823125581797670912,8
823121081292599296,13
823112594710036480,9
823040434285019136,10
823003803121254400,9
822982117663576065,9
822948907588186112,6
822946884981497856,17
822860204056477698,8
822859064401162241,17
822837815775993856,11
822818806301159424,12
822794528486727680,13
822760659154767872,8
822759048907026432,13
822755571862564864,7
822704032376561664,11
822632398118670336,7
822584855523454977,12
822535282788597760,7
822511913083043840,12
822487279524528128,19
822470523556925441,6
822469990246916098,10
822465368623116288,15
822455250875535360,10
822441896937213952,15
822432274327150592,6
822428466200989696,12
822420412340387840,13
822411701953953792,10
822388364024414208,10
822326563303661568,19
822310063381413889,7
822287556893114370,8
822277516857606144,10
822273326592782336,13
822259513734664192,11
822224625421561857,12
822209802910789633,20
822204691518017540,16
822152282741633025,15
822144166532628489,9
822141585324281857,14
822113612814811139,8
822048462153732098,9
822036129104982017,10
821907641811214336,9
821872300135809025,13
821802223986470912,13
821782964992409614,6
821717901518536704,8
821708975964127232,6
821685042812506112,14
821680211230130178,9
821653670781652993,10
821518979546091520,21
821503651856416772,8
821482319022202880,7
821482229213728768,12
821444234003775488,14
821430885761355777,10
821422295419879424,14
821421554160439296,10
821409432500310016,10
821406230883094528,13
821379376604442624,8
821363956094746624,10
821333753712836608,6
821300033022783488,13
821188307841413120,14
821163176238583809,7
821156446461116416,11
821048658011492352,16
821026728667533313,10
821017285926285312,2
821012380503183360,6
821009630188990465,9
820980529034043392,15
820939920852271105,11
820909344925552640,10
820871485871058944,7
820824914026496004,7
820812825446780928,9
820806138786615297,10
820751708787736576,8
820694586817413120,7
820682678039117825,7
820680726244954113,15
820669403796828167,9
820646782224965632,12
820644460740702208,10
820626796928532480,10
820604008863768577,9
820578778401349632,11
820570086629134336,8
820480348773580800,7
820469313379438594,14
820468963364704257,14
820466301344878592,13
820388451082190848,15
820374872530423808,11
820338746600132608,13
820337255504080897,17
820322139823833088,8
820275145558421505,12
820269245099606017,5
820266784121122816,7
820218672472096768,8
820216235556294656,9
820146285575405571,9
820076484752801792,10
820063430740738048,9
820060172622012416,17
820052843386109953,3
819995186440896512,8
819988878341926912,9
819968026623741953,12
819916954517536770,16
819911414492053504,7
819868765965824002,5
819867442033922052,12
819836429115265024,4
819828866466385920,6
819819490796040193,12
819807895227248640,5
819782361751502848,5
819675580077637632,13
819648295823937536,8
819644643461779456,15
819617743628595200,13
819601087409909760,8
819590395671801856,11
819574710015037440,5
819541991834914816,17
819530887394193408,10
819521310921490432,11
819519549498343425,19
819496024381292545,14
819473140120223745,20
819356240132374529,12
819354223703945219,6
819348702607396865,12
819341882048266245,9
819289048527368193,13
819286786602102784,9
819282792580313089,8
819276448842338307,13
819257850283380740,11
819232723109871620,13
819168754466770945,12
819081353404747776,9
819056502862442496,15
819056213640015874,10
819036545038553088,7
819018800536363009,8
819009388069453830,13
818999646181801989,6
818933699039399938,7
818896176971821056,14
818888039703478272,12
818727830041178112,11
818704119443714048,11
818671414806908928,9
818660164656107521,3
818645289389195264,9
818644270471086084,12
818637995167412224,13
818578602778365953,12
818559221033672705,9
818474791220969472,8
818466800384036864,2
818434757830868993,10
818431053765509120,11
818419582901817344,17
818410050716889088,11
818390903312306176,20
818222469907677190,9
818215760807989248,8
818211891277340672,10
818188295452692483,3
818185517921632256,11
818181763889582080,11
818151492574121985,3
818116200853098497,11
818105225722658816,11
818071976984002560,10
818036323374268417,11
818032652674596864,9
818021183304204288,9
817968322952261634,9
817965810517995520,5
817861517316071426,7
817851801244405760,15
817838220574687234,10
817834229493104640,15
817818841367609347,9
817814818837172224,14
817801823952236544,11
817787889052434432,12
817755443351224325,12
817737825860911105,12
817732714107437059,9
817727492903424002,10
817653013431119872,7
817574483930284033,10
817537064111484928,9
817533483950211073,11
817520643482808321,10
817512712150257664,11
817505535691890688,11
817478580536045572,5
817473640828641284,8
817455726532689921,10
817452098421985280,8
817418461865476096,11
817318114144714752,10
817310004021784576,8
817255641211224064,8
817250821385486341,12
817176366537994240,7
817165803875401729,10
817134869495119872,12
817101852957405184,10
817088530694471680,9
817086780696576001,3
817086086908354560,7
817064374833586177,13
817032733914501121,7
817014410850041857,13
817010009624211460,11
816981389472047104,13
816906299111862272,14
816900058763370496,2
816843479137583104,4
816817351660216320,11
816774302498484225,2
816771788826963973,19
816759333270786048,16
816733470697267200,8
816725403217891332,20
816724077247401984,11
816705989605027841,6
816699986515787776,9
816571213677993984,13
816540704956706816,10
816440723587420161,10
816434243203137537,5
816419351012184064,4
816363958063927296,17
816285009799684097,13
816275501429956609,10
816255351158931457,18
816201716551008256,10
816178536192933889,14
816139294972772352,12
816079192416800768,12
816077624371884032,7
816057303237439488,11
816052219783028736,10
816027556772188160,18
816020475704971264,7
816014984815804419,11
815972960578183168,11
815959116946542594,10
815912791382986752,13
815903416199376896,11
815850938267275266,6
815849734317412352,19
815845088538591232,8
815838311734448129,11
815791499300446208,5
815731862815571970,10
815702062377930752,5
815698310644297729,11
815686331678523393,13
815685556290154500,9
815667927533948929,10
815654093402173440,4
815618834975653888,12
815611894052585472,3
815586341899694080,10
815573588111724544,6
815526716475080705,14
815490761395412992,5
815421046023188482,11
