numCharPostTitle,numCharArticleTitle,numCharArticleDescr,numCharArticleKeywords,numCharArticleCaption,numCharArticleParagraph,avgSimilarityPostTitle,capitalPostTitle,avgWordLenPostTitle,avgWordLenArticleTitle,numDeterminers
64.0,40.0,106.0,0.0,0.0,2090.0,4.5653009219291504e-301,1.0,5.6,5.0,4.0
89.0,77.0,146.0,0.0,112.0,3259.0,0.0048930747402918485,0.0,6.2,5.1,0.0
25.0,41.0,107.0,0.0,16.0,3023.0,0.026687193748449117,1.0,5.0,5.0,0.0
91.0,51.0,150.0,0.0,13.0,7585.0,0.0528815495321571,5.0,6.083333333333333,5.75,1.0
110.0,77.0,138.0,122.0,2792.0,10175.0,0.014210424858994722,1.0,6.75,6.875,2.0
116.0,53.0,161.0,60.0,38957.0,0.0,0.0024053281333565393,13.0,6.545454545454546,4.571428571428571,1.0
50.0,63.0,0.0,0.0,275.0,0.0,0.0,4.0,7.4,6.833333333333333,1.0
63.0,63.0,125.0,66.0,1035.0,3174.0,0.008451746569888789,0.0,4.75,4.75,1.0
52.0,49.0,152.0,194.0,0.0,262.0,0.014225922529207614,1.0,5.833333333333333,6.6,0.0
102.0,57.0,141.0,0.0,0.0,3054.0,0.04750406710446585,7.0,6.333333333333333,5.857142857142857,0.0
116.0,112.0,173.0,32.0,18.0,1380.0,0.0035950456721504515,17.0,5.733333333333333,5.714285714285714,1.0
113.0,63.0,301.0,0.0,0.0,6707.0,0.06866946865216701,1.0,4.615384615384615,7.0,4.0
115.0,4.0,156.0,0.0,0.0,0.0,0.01420802300768451,3.0,5.909090909090909,4.0,1.0
68.0,53.0,193.0,0.0,0.0,3897.0,0.05725381462709269,3.0,8.8,5.333333333333333,1.0
49.0,49.0,122.0,71.0,0.0,1031.0,0.04612720214395061,2.0,6.2,6.2,1.0
95.0,78.0,183.0,29.0,0.0,2746.0,0.025895386163678383,5.0,5.454545454545454,5.545454545454546,0.0
65.0,65.0,140.0,0.0,0.0,3075.0,0.07951993767804234,1.0,4.625,3.6363636363636362,0.0
92.0,29.0,0.0,0.0,0.0,49.0,0.042002026132233784,10.0,5.875,8.0,1.0
71.0,72.0,257.0,0.0,202.0,3395.0,0.05753070354894464,1.0,7.0,7.0,0.0
89.0,1930.0,105.0,109.0,322.0,1382.0,0.05376538975152151,3.0,6.090909090909091,5.98326359832636,0.0
79.0,98.0,123.0,0.0,0.0,3474.0,0.007659302358328376,4.0,7.0,7.111111111111111,3.0
52.0,53.0,172.0,161.0,176.0,6414.0,0.042681289628656874,1.0,5.142857142857143,5.142857142857143,1.0
139.0,71.0,92.0,226.0,23.0,2340.0,0.1024387309258467,6.0,4.352941176470588,5.333333333333333,0.0
85.0,35.0,158.0,112.0,52.0,629.0,0.09901620992058696,7.0,4.142857142857143,5.0,2.0
52.0,78.0,48.0,109.0,49.0,3446.0,0.010306689166939864,1.0,6.166666666666667,5.75,0.0
112.0,61.0,138.0,92.0,46.0,4029.0,0.016762591087135383,2.0,5.833333333333333,5.571428571428571,3.0
84.0,1887.0,37.0,108.0,156.0,1535.0,0.003391344008520005,1.0,7.25,5.931330472103005,3.0
62.0,63.0,195.0,0.0,116.0,2633.0,0.027022792074718492,0.0,5.111111111111111,5.111111111111111,0.0
89.0,157.0,180.0,132.0,870.0,2249.0,0.039517294241274,1.0,7.0,7.6,1.0
97.0,49.0,87.0,104.0,495.0,1315.0,0.054976946256797984,6.0,4.833333333333333,6.666666666666667,2.0
74.0,54.0,117.0,0.0,14.0,4443.0,0.04201366692457446,8.0,6.777777777777778,6.428571428571429,0.0
55.0,56.0,189.0,330.0,2086.0,256.0,1.228727898773817e-301,1.0,6.285714285714286,6.285714285714286,0.0
117.0,48.0,0.0,0.0,485.0,2187.0,0.009435419785422195,16.0,5.461538461538462,5.333333333333333,2.0
53.0,53.0,166.0,13.0,0.0,2802.0,0.01675834710688068,2.0,5.333333333333333,5.333333333333333,1.0
68.0,68.0,131.0,0.0,0.0,1849.0,0.07989207604586865,2.0,6.125,6.125,0.0
58.0,55.0,127.0,0.0,0.0,1691.0,0.014961329864866224,1.0,5.6,4.285714285714286,0.0
80.0,53.0,88.0,77.0,59.0,5595.0,0.016351900939747217,4.0,6.25,4.555555555555555,3.0
71.0,71.0,112.0,0.0,103.0,2552.0,0.03709448317636621,1.0,7.125,7.125,0.0
116.0,64.0,231.0,88.0,3016.0,4264.0,0.023035743033872687,7.0,6.076923076923077,5.666666666666667,2.0
89.0,76.0,82.0,118.0,0.0,914.0,0.01678327416132793,1.0,6.0,6.222222222222222,2.0
83.0,73.0,175.0,61.0,0.0,954.0,0.10834891803420654,7.0,4.846153846153846,5.6,1.0
44.0,44.0,34.0,76.0,0.0,398.0,0.011981275934940876,0.0,5.0,5.0,0.0
72.0,118.0,148.0,63.0,1086.0,1478.0,0.007703883798465366,1.0,6.375,6.25,1.0
75.0,49.0,302.0,0.0,0.0,1986.0,0.0,1.0,7.0,4.666666666666667,0.0
92.0,1962.0,150.0,249.0,187.0,4249.0,0.030168009695948645,12.0,5.454545454545454,5.93801652892562,2.0
94.0,1895.0,85.0,117.0,73.0,1017.0,0.04818319535211736,1.0,5.636363636363637,5.948936170212766,0.0
74.0,61.0,125.0,117.0,46.0,4254.0,0.022559542572858065,11.0,6.666666666666667,7.142857142857143,0.0
89.0,16.0,90.0,43.0,89.0,8943.0,0.0033281075239864296,1.0,6.333333333333333,3.5,4.0
106.0,27.0,111.0,34.0,1241.0,0.0,0.04686377204459859,12.0,4.769230769230769,4.25,2.0
100.0,49.0,60.0,107.0,223.0,0.0,0.0022669812327406652,8.0,5.9,5.5,2.0
80.0,60.0,248.0,0.0,47.0,3615.0,0.025097093626439488,1.0,6.6,6.0,1.0
33.0,25.0,130.0,165.0,860.0,15182.0,7.513768002701312e-301,1.0,5.6,6.333333333333333,0.0
83.0,83.0,146.0,83.0,12.0,615.0,0.01653787474050465,3.0,6.0,6.888888888888889,1.0
76.0,57.0,175.0,0.0,0.0,1259.0,0.09192178022810762,1.0,7.125,4.666666666666667,0.0
116.0,1766.0,84.0,88.0,61.0,3304.0,0.015041560504040421,1.0,5.3076923076923075,5.902325581395349,0.0
51.0,51.0,101.0,96.0,0.0,2662.0,0.045810298520590056,3.0,5.571428571428571,5.571428571428571,0.0
51.0,139.0,175.0,114.0,1044.0,1928.0,0.0,10.0,5.166666666666667,6.333333333333333,1.0
63.0,63.0,156.0,156.0,0.0,3282.0,0.05028246235967792,2.0,6.571428571428571,6.571428571428571,0.0
40.0,40.0,135.0,94.0,710.0,3442.0,0.04617987963961271,1.0,4.5,4.5,0.0
73.0,39.0,151.0,61.0,1596.0,3499.0,0.022857753175384448,4.0,4.555555555555555,4.2,1.0
47.0,83.0,0.0,107.0,0.0,11876.0,0.014291003663937233,2.0,9.25,7.75,0.0
61.0,46.0,204.0,0.0,0.0,0.0,0.02189688833296987,1.0,5.857142857142857,5.6,0.0
48.0,107.0,184.0,88.0,1000.0,821.0,0.04435466860765509,1.0,6.666666666666667,6.166666666666667,0.0
113.0,43.0,147.0,86.0,84.0,0.0,0.028049148566605113,4.0,5.818181818181818,5.6,0.0
79.0,138.0,158.0,50.0,2962.0,1215.0,0.03342794425698978,2.0,6.555555555555555,6.666666666666667,0.0
95.0,44.0,127.0,0.0,0.0,7046.0,0.025967481003108122,12.0,5.6,5.0,0.0
71.0,71.0,112.0,142.0,113.0,4989.0,0.08439522518907036,2.0,5.777777777777778,5.777777777777778,1.0
104.0,100.0,163.0,139.0,341.0,0.0,0.1695556542267097,1.0,5.923076923076923,6.0,2.0
58.0,50.0,173.0,4.0,1416.0,173.0,0.043087155640620614,1.0,5.0,5.0,1.0
51.0,6.0,0.0,0.0,36.0,100.0,0.057601628158961596,1.0,4.111111111111111,6.0,0.0
84.0,83.0,112.0,0.0,0.0,3186.0,0.018143892346778823,1.0,6.333333333333333,5.818181818181818,0.0
61.0,34.0,57.0,0.0,0.0,1857.0,0.005444670599574762,2.0,6.25,4.75,0.0
48.0,48.0,104.0,0.0,60.0,2040.0,0.05157347565423367,4.0,4.625,4.625,0.0
94.0,29.0,0.0,0.0,0.0,49.0,0.012132822961299488,5.0,5.333333333333333,8.0,1.0
91.0,124.0,179.0,86.0,6.0,2442.0,1.7126735466855077e-300,2.0,6.1,5.6,1.0
59.0,59.0,134.0,102.0,96.0,5005.0,0.137498295708046,0.0,5.75,5.75,0.0
61.0,51.0,59.0,0.0,940.0,971.0,0.0,5.0,5.5,5.5,0.0
70.0,75.0,481.0,26.0,101.0,10516.0,0.06635210176692125,0.0,5.666666666666667,5.5,1.0
64.0,79.0,133.0,0.0,0.0,2835.0,0.029984043910921482,1.0,5.375,4.833333333333333,0.0
63.0,63.0,309.0,0.0,181.0,3546.0,0.12728575238803386,1.0,5.222222222222222,5.222222222222222,1.0
89.0,73.0,208.0,363.0,2012.0,517.0,0.014136195442835028,4.0,7.0,4.777777777777778,2.0
80.0,39.0,153.0,80.0,0.0,6129.0,0.005457274626928502,3.0,8.142857142857142,7.5,0.0
63.0,73.0,222.0,23.0,43.0,3165.0,0.018166336284149712,1.0,7.0,6.857142857142857,0.0
88.0,61.0,301.0,0.0,0.0,4585.0,0.026192185382502793,6.0,7.0,4.875,2.0
102.0,68.0,0.0,0.0,246.0,15181.0,0.031559111393015316,10.0,5.75,5.444444444444445,1.0
80.0,70.0,209.0,0.0,32.0,983.0,1.0392224400703663e-301,4.0,6.555555555555555,6.25,0.0
68.0,68.0,90.0,43.0,225.0,2813.0,0.029898758870919053,2.0,4.375,4.375,0.0
62.0,62.0,96.0,0.0,577.0,992.0,0.016069903873339404,4.0,6.666666666666667,5.714285714285714,1.0
110.0,29.0,0.0,0.0,0.0,49.0,0.04190877408984247,8.0,6.0,8.0,3.0
108.0,45.0,255.0,158.0,2074.0,526.0,0.04173407917674773,2.0,5.533333333333333,5.0,1.0
91.0,57.0,111.0,29.0,298.0,0.0,0.0049333378721851335,10.0,5.083333333333333,4.875,0.0
116.0,43.0,115.0,0.0,141.0,2928.0,0.031912508479838536,9.0,5.769230769230769,5.285714285714286,0.0
63.0,61.0,0.0,0.0,519.0,2976.0,0.02870800602813869,2.0,4.444444444444445,4.555555555555555,0.0
79.0,64.0,301.0,0.0,0.0,1800.0,0.0071203467079630645,12.0,5.333333333333333,5.3,0.0
87.0,42.0,0.0,114.0,454.0,2609.0,0.010024350816138802,6.0,6.222222222222222,5.8,1.0
139.0,76.0,155.0,69.0,16291.0,2499.0,0.017325693341571184,4.0,6.066666666666666,6.5,2.0
65.0,65.0,136.0,31.0,31.0,7103.0,0.058069129587597246,1.0,5.5,5.5,1.0
80.0,46.0,35.0,0.0,0.0,554.0,0.0857238412014089,5.0,4.571428571428571,6.5,3.0
68.0,67.0,152.0,73.0,237.0,2673.0,0.0070297459327398025,7.0,5.0,5.0,0.0
97.0,78.0,167.0,186.0,699.0,6113.0,0.006124402302447329,4.0,7.0,6.555555555555555,0.0
56.0,57.0,359.0,0.0,72.0,0.0,0.03793655864460702,2.0,5.714285714285714,4.888888888888889,1.0
59.0,59.0,147.0,76.0,733.0,3987.0,0.04094860766157702,0.0,6.833333333333333,6.833333333333333,0.0
101.0,71.0,143.0,58.0,23375.0,8198.0,0.018760656742551708,9.0,6.8,6.555555555555555,0.0
81.0,100.0,0.0,0.0,0.0,8415.0,0.057869024266442935,8.0,7.25,5.75,1.0
59.0,65.0,182.0,0.0,0.0,4851.0,0.016795681997501036,0.0,5.714285714285714,5.875,1.0
94.0,35.0,29.0,0.0,763.0,6891.0,0.03812989446949621,5.0,5.8,4.333333333333333,3.0
91.0,72.0,52.0,13.0,273.0,2383.0,0.03278347604991783,7.0,5.2727272727272725,4.4,1.0
53.0,65.0,225.0,43.0,1404.0,225.0,4.986768171497877e-301,1.0,7.333333333333333,7.571428571428571,0.0
84.0,73.0,0.0,0.0,73.0,734.0,0.05146798131521512,0.0,6.0,5.5,2.0
83.0,64.0,132.0,0.0,0.0,368.0,0.02963004280861828,3.0,5.875,5.625,1.0
55.0,57.0,36.0,30.0,113.0,6543.0,0.03553308963363544,1.0,7.8,8.2,1.0
69.0,69.0,156.0,26.0,58.0,2847.0,0.005541811450415337,0.0,6.75,6.75,0.0
100.0,43.0,96.0,48.0,279.0,0.0,0.009120156167550195,5.0,6.0,6.333333333333333,0.0
91.0,109.0,132.0,0.0,0.0,2847.0,0.09486592354832826,1.0,5.1,5.5,2.0
66.0,94.0,152.0,0.0,476.0,2651.0,0.15886688252530481,5.0,5.444444444444445,5.461538461538462,0.0
84.0,64.0,79.0,102.0,211.0,5416.0,0.0035841812185631178,6.0,6.777777777777778,6.285714285714286,2.0
54.0,54.0,0.0,0.0,1581.0,49.0,0.0,0.0,4.5,4.5,1.0
47.0,46.0,51.0,64.0,51.0,1426.0,0.0,0.0,7.6,7.6,0.0
71.0,79.0,0.0,0.0,529.0,525.0,0.06517227635717844,7.0,5.25,5.444444444444445,1.0
116.0,62.0,161.0,0.0,330.0,4457.0,0.02548525372790662,7.0,7.818181818181818,9.2,1.0
76.0,76.0,232.0,18.0,0.0,723.0,0.006025391140518483,9.0,8.0,7.625,0.0
78.0,61.0,0.0,0.0,0.0,11306.0,0.02781033957602818,6.0,6.555555555555555,4.777777777777778,1.0
79.0,145.0,180.0,101.0,6956.0,3239.0,0.015056186715776602,1.0,8.375,6.785714285714286,0.0
143.0,61.0,186.0,152.0,1832.0,438.0,0.024518295107713767,8.0,6.5625,5.875,0.0
82.0,65.0,156.0,108.0,151.0,5817.0,0.08365385789577774,1.0,7.375,8.0,0.0
93.0,85.0,191.0,81.0,346.0,6118.0,0.02952764988498613,4.0,6.545454545454546,5.454545454545454,0.0
115.0,70.0,146.0,140.0,677.0,6334.0,0.02196502566865336,5.0,4.785714285714286,6.222222222222222,2.0
83.0,112.0,113.0,21.0,68.0,1728.0,0.01109203531772978,1.0,6.25,6.545454545454546,1.0
50.0,50.0,123.0,118.0,14.0,3413.0,0.0,1.0,6.666666666666667,6.666666666666667,0.0
93.0,67.0,124.0,43.0,0.0,579.0,0.016674575123397938,9.0,6.555555555555555,6.714285714285714,3.0
105.0,180.0,208.0,116.0,4218.0,9149.0,0.02626049117269464,15.0,5.6923076923076925,5.722222222222222,1.0
78.0,73.0,194.0,32.0,205.0,1786.0,0.028995141708930503,3.0,5.181818181818182,5.5,0.0
139.0,56.0,134.0,0.0,115.0,4554.0,0.008329035264023244,10.0,6.666666666666667,9.2,0.0
113.0,113.0,145.0,27.0,31.0,1401.0,0.036263131344936916,2.0,5.714285714285714,5.714285714285714,0.0
57.0,107.0,225.0,21.0,63.0,2654.0,7.523456681583751e-301,2.0,5.2,6.0,1.0
93.0,54.0,152.0,79.0,108567.0,3460.0,0.030156822939613526,3.0,6.1,5.714285714285714,1.0
76.0,46.0,151.0,138.0,629.0,6536.0,0.06272709351907763,3.0,5.3,5.0,1.0
96.0,76.0,164.0,103.0,220.0,2441.0,0.0,1.0,6.9,6.3,2.0
72.0,90.0,442.0,0.0,0.0,1730.0,0.004271309285262483,1.0,7.142857142857143,6.454545454545454,0.0
86.0,86.0,156.0,116.0,42.0,2159.0,0.08620287420802493,0.0,5.777777777777778,5.777777777777778,1.0
45.0,31.0,0.0,0.0,788.0,86.0,0.02921048642579484,1.0,4.25,4.333333333333333,2.0
92.0,90.0,115.0,50.0,102.0,7036.0,0.004005014732653152,6.0,6.75,5.0,1.0
90.0,58.0,85.0,103.0,50.0,9643.0,0.03693677481795693,2.0,7.75,4.833333333333333,1.0
84.0,85.0,167.0,0.0,264.0,1862.0,0.028475670326216094,2.0,5.461538461538462,5.461538461538462,0.0
91.0,1921.0,78.0,102.0,150.0,2102.0,0.014133802990537705,1.0,7.222222222222222,5.932489451476793,0.0
91.0,39.0,130.0,59.0,176.0,5210.0,0.026887560804176855,7.0,7.333333333333333,5.5,1.0
79.0,72.0,136.0,31.0,0.0,1425.0,0.04080605644702691,0.0,5.636363636363637,6.666666666666667,1.0
74.0,25.0,89.0,29.0,906.0,388.0,0.01560941046753444,3.0,6.875,6.666666666666667,0.0
81.0,68.0,161.0,106.0,392.0,4493.0,0.023980975761912774,3.0,6.0,5.666666666666667,0.0
72.0,72.0,0.0,0.0,897.0,473.0,0.0,0.0,6.428571428571429,6.428571428571429,1.0
86.0,70.0,138.0,76.0,55.0,1207.0,0.008583097399634018,2.0,6.888888888888889,7.0,1.0
94.0,79.0,155.0,238.0,166.0,4130.0,0.060451257874335695,1.0,5.545454545454546,6.444444444444445,2.0
87.0,106.0,211.0,77.0,2162.0,2821.0,0.019114523315664902,1.0,6.6,6.454545454545454,1.0
70.0,52.0,247.0,0.0,61.0,1577.0,0.02766328694903574,5.0,5.777777777777778,5.285714285714286,0.0
77.0,77.0,36.0,108.0,0.0,6868.0,0.03577816195648719,1.0,6.875,6.875,2.0
79.0,42.0,198.0,0.0,0.0,1908.0,0.012095790543196913,8.0,6.1,5.666666666666667,0.0
90.0,39.0,0.0,0.0,142.0,0.0,0.019313748388792983,16.0,5.5,10.0,0.0
81.0,80.0,269.0,0.0,174.0,4076.0,0.11625778139428011,1.0,7.571428571428571,7.571428571428571,2.0
64.0,32.0,155.0,217.0,2012.0,423.0,0.02545341243900254,1.0,8.0,7.25,1.0
85.0,145.0,199.0,93.0,4706.0,3067.0,0.015528016451688439,3.0,4.454545454545454,5.533333333333333,3.0
103.0,51.0,143.0,0.0,301.0,396.0,0.02652575766719861,14.0,4.916666666666667,5.125,2.0
51.0,1903.0,66.0,19.0,136.0,678.0,0.02793695787187837,1.0,4.875,5.924050632911392,0.0
61.0,62.0,261.0,0.0,0.0,3846.0,0.03025793183264494,1.0,5.25,5.25,0.0
115.0,64.0,148.0,0.0,0.0,3922.0,0.057797031829803794,1.0,6.230769230769231,6.428571428571429,0.0
118.0,56.0,124.0,0.0,0.0,4658.0,0.019737421443423057,4.0,5.642857142857143,5.625,1.0
99.0,51.0,170.0,147.0,10271.0,0.0,0.0,3.0,7.0,5.142857142857143,0.0
77.0,77.0,146.0,60.0,10.0,2909.0,0.06727252173858,1.0,5.6,5.6,1.0
95.0,77.0,0.0,93.0,332.0,1035.0,0.015306530641162006,7.0,5.153846153846154,5.666666666666667,1.0
116.0,13.0,0.0,0.0,0.0,0.0,0.06363186374530512,19.0,4.875,6.0,3.0
70.0,70.0,125.0,81.0,11.0,4017.0,0.043379695226203704,1.0,4.8,4.8,0.0
67.0,64.0,121.0,112.0,107.0,3667.0,0.00786164363103423,1.0,8.5,9.2,0.0
114.0,37.0,186.0,0.0,122.0,186.0,0.029682747532600747,8.0,5.916666666666667,4.333333333333333,2.0
84.0,68.0,212.0,0.0,0.0,4297.0,0.006839935782349049,1.0,5.0,5.285714285714286,0.0
52.0,52.0,61.0,0.0,44.0,680.0,0.06770614510852895,1.0,6.333333333333333,4.555555555555555,0.0
89.0,45.0,56.0,0.0,0.0,1124.0,0.012119259235123522,3.0,4.4,4.285714285714286,1.0
73.0,73.0,129.0,128.0,0.0,7926.0,0.04141253167994261,0.0,7.375,7.375,0.0
85.0,101.0,170.0,52.0,2302.0,3178.0,0.046249905147812236,5.0,5.090909090909091,4.7272727272727275,0.0
46.0,49.0,149.0,0.0,0.0,2812.0,0.051802148374654765,3.0,6.333333333333333,3.875,1.0
62.0,62.0,137.0,0.0,0.0,4497.0,0.039264943519042965,7.0,5.75,5.75,0.0
82.0,50.0,137.0,121.0,816.0,7457.0,0.024755112385431616,1.0,5.0,4.625,1.0
45.0,45.0,0.0,0.0,840.0,453.0,0.016278382392173288,5.0,5.0,5.0,1.0
124.0,71.0,52.0,45.0,134.0,2162.0,0.01458752628369843,2.0,6.5,6.75,0.0
86.0,77.0,85.0,133.0,1194.0,669.0,0.06958896481786785,3.0,5.2,4.2,2.0
84.0,70.0,248.0,31.0,0.0,978.0,0.028799078880464415,3.0,5.4,4.9,0.0
102.0,151.0,174.0,127.0,4758.0,9450.0,0.0016904531719068912,3.0,6.166666666666667,5.7368421052631575,0.0
66.0,67.0,170.0,0.0,543.0,2537.0,0.09877918160915446,2.0,6.0,6.0,1.0
108.0,201.0,189.0,31.0,3998.0,7597.0,0.028756870403335535,8.0,5.3,5.777777777777778,2.0
93.0,74.0,202.0,70.0,0.0,762.0,0.009906469547363418,11.0,5.416666666666667,6.444444444444445,2.0
71.0,71.0,152.0,122.0,752.0,9490.0,0.051343627414544256,2.0,5.666666666666667,5.666666666666667,0.0
74.0,54.0,93.0,28.0,782.0,0.0,0.005316013058549932,3.0,6.75,6.833333333333333,0.0
84.0,23.0,85.0,30.0,26665.0,0.0,0.005294484863586714,15.0,5.5,7.5,1.0
66.0,86.0,97.0,152.0,579.0,13590.0,0.04558801868334291,5.0,5.571428571428571,3.8666666666666667,2.0
60.0,60.0,154.0,70.0,0.0,2169.0,0.021824436723329805,1.0,6.5,6.5,0.0
30.0,30.0,156.0,116.0,0.0,1489.0,0.0794532950864239,3.0,4.333333333333333,4.333333333333333,2.0
59.0,61.0,227.0,0.0,326.0,7568.0,0.0061327889959412445,1.0,6.571428571428571,6.571428571428571,0.0
76.0,51.0,0.0,0.0,221.0,12684.0,0.00376798972906122,15.0,6.857142857142857,6.0,1.0
84.0,58.0,114.0,0.0,28.0,3439.0,0.009799801529367816,8.0,5.6,4.333333333333333,1.0
90.0,103.0,90.0,17.0,0.0,669.0,0.018819920186827054,2.0,5.090909090909091,5.153846153846154,3.0
85.0,1937.0,101.0,86.0,191.0,1617.0,0.04054393827196427,2.0,6.1,5.896694214876033,0.0
92.0,68.0,86.0,45.0,316.0,3199.0,0.004050204424865411,2.0,5.545454545454546,5.875,0.0
58.0,57.0,90.0,86.0,170.0,1097.0,0.017791737369530082,3.0,5.75,5.75,0.0
115.0,90.0,219.0,0.0,0.0,4363.0,0.0538628989147146,0.0,6.384615384615385,5.25,0.0
62.0,62.0,102.0,93.0,281.0,5617.0,0.07542146511226067,2.0,5.0,5.0,0.0
95.0,76.0,125.0,29.0,281.0,8790.0,0.009325465888778407,2.0,7.0,6.0,1.0
100.0,66.0,123.0,0.0,826.0,1629.0,4.5082608016207875e-301,4.0,5.5,5.111111111111111,1.0
102.0,76.0,0.0,0.0,76.0,1791.0,0.017731858398892297,4.0,7.0,5.75,0.0
52.0,69.0,150.0,0.0,139.0,2583.0,0.017056494268744303,2.0,6.285714285714286,6.555555555555555,0.0
41.0,41.0,56.0,160.0,5.0,1317.0,0.02918312845066412,1.0,5.8,5.6,0.0
82.0,59.0,155.0,350.0,1838.0,333.0,0.03846458105153279,1.0,6.888888888888889,6.0,0.0
58.0,48.0,175.0,73.0,0.0,0.0,0.012815083470441238,7.0,5.857142857142857,5.666666666666667,0.0
82.0,77.0,204.0,78.0,0.0,569.0,0.004166842046795141,12.0,5.9,5.7,0.0
69.0,42.0,162.0,6.0,20.0,2030.0,0.03669615344121564,1.0,7.285714285714286,8.25,0.0
86.0,72.0,198.0,103.0,255.0,845.0,0.0,13.0,7.5,6.111111111111111,1.0
60.0,58.0,137.0,43.0,16.0,1685.0,0.11201339072417481,2.0,5.666666666666667,6.0,0.0
91.0,130.0,140.0,97.0,1170.0,4484.0,0.04850628240098222,3.0,5.888888888888889,6.153846153846154,1.0
98.0,63.0,125.0,0.0,0.0,323.0,0.006980993275066159,8.0,5.8,7.857142857142857,1.0
89.0,115.0,180.0,68.0,2686.0,7772.0,0.03742204048192471,2.0,4.538461538461538,5.214285714285714,1.0
73.0,63.0,180.0,43.0,14.0,1501.0,0.016321298653792247,1.0,5.2727272727272725,5.555555555555555,1.0
63.0,54.0,150.0,168.0,0.0,193.0,0.09109984112184266,0.0,4.5,4.333333333333333,2.0
73.0,71.0,156.0,88.0,42.0,1794.0,0.02779359959567464,13.0,5.333333333333333,5.777777777777778,0.0
31.0,31.0,77.0,54.0,12.0,2319.0,4.09575966257939e-301,1.0,5.0,5.0,1.0
117.0,64.0,149.0,0.0,118.0,1811.0,0.024603257783697374,9.0,6.0,6.571428571428571,2.0
