id,numCharPostTitle,numCharArticleTitle,numCharArticleDescr,numCharArticleKeywords,numCharArticleCaption,numCharArticleParagraph,avgSimilarityPostTitle,avgWordLenPostTitle,avgWordLenArticleTitle,capitalPostTitle,numWords,commonPhrase
6.078678113529692e+17,89.0,77.0,146.0,0.0,112.0,3259.0,0.009376323803721552,6.2,5.1,0.0,14.0,0.0
6.095354588638822e+17,25.0,41.0,107.0,0.0,16.0,3023.0,0.026687193748449117,5.0,5.0,0.16666666666666666,6.0,0.0
6.089530250178396e+17,91.0,51.0,150.0,0.0,13.0,7585.0,0.0528815495321571,6.083333333333333,5.75,0.3125,16.0,0.0
6.095188717798892e+17,110.0,77.0,138.0,122.0,2792.0,10175.0,0.011542023859634142,6.75,6.875,0.05555555555555555,18.0,0.0
6.100650754629304e+17,116.0,53.0,161.0,60.0,38957.0,0.0,0.014431968800139236,6.545454545454546,4.571428571428571,0.52,25.0,1.0
6.098902653069107e+17,50.0,63.0,0.0,0.0,275.0,0.0,0.0,7.4,6.833333333333333,0.5,8.0,1.0
6.079741587654e+17,63.0,63.0,125.0,66.0,1035.0,3174.0,0.02264068796209862,4.75,4.75,0.0,14.0,0.0
6.096803969560945e+17,52.0,49.0,152.0,194.0,0.0,262.0,0.02370987088201269,5.833333333333333,6.6,0.1111111111111111,9.0,1.0
6.096484799762227e+17,102.0,57.0,141.0,0.0,0.0,3054.0,0.023346222789299063,6.333333333333333,5.857142857142857,0.3684210526315789,19.0,0.0
6.101498720591954e+17,116.0,112.0,173.0,32.0,18.0,1380.0,0.010207513828137098,5.733333333333333,5.714285714285714,0.7727272727272727,22.0,1.0
6.090459590628966e+17,113.0,63.0,301.0,0.0,0.0,6707.0,0.043364902753675,4.615384615384615,7.0,0.041666666666666664,24.0,1.0
6.083903590230262e+17,115.0,4.0,156.0,0.0,0.0,0.0,0.017760028759605636,5.909090909090909,4.0,0.12,25.0,1.0
6.098656058568991e+17,68.0,53.0,193.0,0.0,0.0,3897.0,1.840175882747904e-300,8.8,5.333333333333333,0.2727272727272727,11.0,0.0
6.092045222636503e+17,49.0,49.0,122.0,71.0,0.0,1031.0,0.04612720214395061,6.2,6.2,0.18181818181818182,11.0,1.0
6.08294260027347e+17,95.0,78.0,183.0,29.0,0.0,2746.0,0.025895386163678383,5.454545454545454,5.545454545454546,0.25,20.0,0.0
6.097803436804096e+17,65.0,65.0,140.0,0.0,0.0,3075.0,0.04025811156262062,4.625,3.6363636363636362,0.06666666666666667,15.0,1.0
6.09220830501933e+17,92.0,29.0,0.0,0.0,0.0,49.0,0.019829519213012955,5.875,8.0,0.43478260869565216,23.0,0.0
6.100253868528108e+17,71.0,72.0,257.0,0.0,202.0,3395.0,0.05753070354894464,7.0,7.0,0.1,10.0,0.0
6.088388259183329e+17,89.0,1930.0,105.0,109.0,322.0,1382.0,0.07545909092602057,6.090909090909091,5.98326359832636,0.21428571428571427,14.0,0.0
6.098471260975309e+17,79.0,98.0,123.0,0.0,0.0,3474.0,0.007659302358328376,7.0,7.111111111111111,0.3076923076923077,13.0,1.0
6.097222728243569e+17,52.0,53.0,172.0,161.0,176.0,6414.0,0.04007102744410036,5.142857142857143,5.142857142857143,0.1,10.0,0.0
6.095208232091689e+17,139.0,71.0,92.0,226.0,23.0,2340.0,0.04900461249816342,4.352941176470588,5.333333333333333,0.17142857142857143,35.0,0.0
6.079686218059899e+17,85.0,35.0,158.0,112.0,52.0,629.0,0.04720537477288449,4.142857142857143,5.0,0.3684210526315789,19.0,0.0
6.100352333842186e+17,52.0,78.0,48.0,109.0,49.0,3446.0,0.010306689166939864,6.166666666666667,5.75,0.125,8.0,0.0
6.094262193067459e+17,112.0,61.0,138.0,92.0,46.0,4029.0,0.045859782623895076,5.833333333333333,5.571428571428571,0.1,20.0,1.0
6.088313024904151e+17,84.0,1887.0,37.0,108.0,156.0,1535.0,0.003391344008520005,7.25,5.931330472103005,0.07142857142857142,14.0,0.0
6.095819375486157e+17,62.0,63.0,195.0,0.0,116.0,2633.0,0.027022792074718492,5.111111111111111,5.111111111111111,0.0,13.0,0.0
6.092046442214236e+17,89.0,157.0,180.0,132.0,870.0,2249.0,0.05729162984730751,7.0,7.6,0.07142857142857142,14.0,1.0
6.080040814252278e+17,97.0,49.0,87.0,104.0,495.0,1315.0,0.05546496388351726,4.833333333333333,6.666666666666667,0.2727272727272727,22.0,1.0
6.092468447498035e+17,74.0,54.0,117.0,0.0,14.0,4443.0,0.058819133694404245,6.777777777777778,6.428571428571429,0.6666666666666666,12.0,0.0
6.085448223837921e+17,55.0,56.0,189.0,330.0,2086.0,256.0,5.649697139493601e-301,6.285714285714286,6.285714285714286,0.1111111111111111,9.0,0.0
6.080379140864041e+17,117.0,48.0,0.0,0.0,485.0,2187.0,0.003596223161071119,5.461538461538462,5.333333333333333,0.5925925925925926,27.0,1.0
6.094860859876803e+17,53.0,53.0,166.0,13.0,0.0,2802.0,0.01675834710688068,5.333333333333333,5.333333333333333,0.2,10.0,1.0
6.087392805597225e+17,68.0,68.0,131.0,0.0,0.0,1849.0,0.034695532791835314,6.125,6.125,0.16666666666666666,12.0,0.0
6.087493457316741e+17,58.0,55.0,127.0,0.0,0.0,1691.0,0.014961329864866224,5.6,4.285714285714286,0.07142857142857142,14.0,0.0
6.101710295756104e+17,80.0,53.0,88.0,77.0,59.0,5595.0,0.04966711900106968,6.25,4.555555555555555,0.25,16.0,1.0
6.084072274735022e+17,71.0,71.0,112.0,0.0,103.0,2552.0,0.03709448317636621,7.125,7.125,0.1,10.0,0.0
6.082030754598912e+17,116.0,64.0,231.0,88.0,3016.0,4264.0,0.058660776800153566,6.076923076923077,5.666666666666667,0.2916666666666667,24.0,1.0
6.090081214287217e+17,89.0,76.0,82.0,118.0,0.0,914.0,0.01678327416132793,6.0,6.222222222222222,0.058823529411764705,17.0,0.0
6.079513907243418e+17,83.0,73.0,175.0,61.0,0.0,954.0,0.06133511515259068,4.846153846153846,5.6,0.3888888888888889,18.0,1.0
6.098540386880389e+17,44.0,44.0,34.0,76.0,0.0,398.0,0.02588544084850095,5.0,5.0,0.0,8.0,1.0
6.091206518955581e+17,72.0,118.0,148.0,63.0,1086.0,1478.0,0.0,6.375,6.25,0.08333333333333333,12.0,1.0
6.091209372633006e+17,75.0,49.0,302.0,0.0,0.0,1986.0,0.0,7.0,4.666666666666667,0.07692307692307693,13.0,0.0
6.084349228401623e+17,92.0,1962.0,150.0,249.0,187.0,4249.0,0.037038054669460675,5.454545454545454,5.93801652892562,0.631578947368421,19.0,0.0
6.087935395567084e+17,94.0,1895.0,85.0,117.0,73.0,1017.0,0.04818319535211736,5.636363636363637,5.948936170212766,0.058823529411764705,17.0,0.0
6.084613617488282e+17,74.0,61.0,125.0,117.0,46.0,4254.0,0.01158145064681841,6.666666666666667,7.142857142857143,0.9166666666666666,12.0,0.0
6.087344145462845e+17,89.0,16.0,90.0,43.0,89.0,8943.0,0.0033281075239864296,6.333333333333333,3.5,0.058823529411764705,17.0,0.0
6.08071418585215e+17,106.0,27.0,111.0,34.0,1241.0,0.0,0.1124730529070366,4.769230769230769,4.25,0.41379310344827586,29.0,1.0
6.078367517265633e+17,100.0,49.0,60.0,107.0,223.0,0.0,0.020880163871190342,5.9,5.5,0.38095238095238093,21.0,1.0
6.091388533754061e+17,80.0,60.0,248.0,0.0,47.0,3615.0,0.03137136703304936,6.6,6.0,0.07692307692307693,13.0,0.0
6.100377319352852e+17,33.0,25.0,130.0,165.0,860.0,15182.0,7.513768002701312e-301,5.6,6.333333333333333,0.16666666666666666,6.0,0.0
6.082721137415332e+17,83.0,83.0,146.0,83.0,12.0,615.0,0.016537874740504648,6.0,6.888888888888889,0.1875,16.0,0.0
6.08932641207935e+17,76.0,57.0,175.0,0.0,0.0,1259.0,0.09192178022810762,7.125,4.666666666666667,0.0625,16.0,0.0
6.091861323754168e+17,116.0,1766.0,84.0,88.0,61.0,3304.0,0.020214833323727404,5.3076923076923075,5.902325581395349,0.043478260869565216,23.0,0.0
6.092477014112174e+17,51.0,51.0,101.0,96.0,0.0,2662.0,0.045810298520590056,5.571428571428571,5.571428571428571,0.3333333333333333,9.0,0.0
6.08347443823018e+17,51.0,139.0,175.0,114.0,1044.0,1928.0,0.0,5.166666666666667,6.333333333333333,0.8333333333333334,12.0,1.0
6.08856211795157e+17,63.0,63.0,156.0,156.0,0.0,3282.0,0.05028246235967792,6.571428571428571,6.571428571428571,0.2,10.0,0.0
6.100354784320676e+17,40.0,40.0,135.0,94.0,710.0,3442.0,0.0694259639365503,4.5,4.5,0.125,8.0,0.0
6.082031340879217e+17,73.0,39.0,151.0,61.0,1596.0,3499.0,0.03428662976307667,4.555555555555555,4.2,0.2222222222222222,18.0,0.0
6.094438360378737e+17,47.0,83.0,0.0,107.0,0.0,11876.0,0.014291003663937233,9.25,7.75,0.3333333333333333,6.0,0.0
6.093424248890819e+17,61.0,46.0,204.0,0.0,0.0,0.0,0.04037768263500585,5.857142857142857,5.6,0.09090909090909091,11.0,0.0
6.093265983582208e+17,48.0,107.0,184.0,88.0,1000.0,821.0,0.04435466860765509,6.666666666666667,6.166666666666667,0.14285714285714285,7.0,0.0
6.081704488079524e+17,113.0,43.0,147.0,86.0,84.0,0.0,0.026652144465982595,5.818181818181818,5.6,0.2,20.0,0.0
6.078695050044006e+17,79.0,138.0,158.0,50.0,2962.0,1215.0,0.013076613577932798,6.555555555555555,6.666666666666667,0.14285714285714285,14.0,0.0
6.079940159553167e+17,95.0,44.0,127.0,0.0,0.0,7046.0,0.04522555372225081,5.6,5.0,0.5454545454545454,22.0,0.0
6.092238955315405e+17,71.0,71.0,112.0,142.0,113.0,4989.0,0.08439522518907037,5.777777777777778,5.777777777777778,0.15384615384615385,13.0,0.0
6.094174238093025e+17,104.0,100.0,163.0,139.0,341.0,0.0,0.12247631727372722,5.923076923076923,6.0,0.05,20.0,1.0
6.08502622983721e+17,58.0,50.0,173.0,4.0,1416.0,173.0,0.043087155640620614,5.0,5.0,0.07692307692307693,13.0,1.0
6.09276653928362e+17,51.0,6.0,0.0,0.0,36.0,100.0,0.057601628158961596,4.111111111111111,6.0,0.09090909090909091,11.0,0.0
6.095171825323622e+17,84.0,83.0,112.0,0.0,0.0,3186.0,0.023192157092931733,6.333333333333333,5.818181818181818,0.07692307692307693,13.0,1.0
6.097164168879514e+17,61.0,34.0,57.0,0.0,0.0,1857.0,0.016428959388472667,6.25,4.75,0.2,10.0,1.0
6.082915193474867e+17,48.0,48.0,104.0,0.0,60.0,2040.0,0.05157347565423367,4.625,4.625,0.4,10.0,0.0
6.084924124162376e+17,94.0,29.0,0.0,0.0,0.0,49.0,0.016985952145819282,5.333333333333333,8.0,0.23809523809523808,21.0,1.0
6.088078763086766e+17,91.0,124.0,179.0,86.0,6.0,2442.0,1.7126735466855077e-300,6.1,5.6,0.125,16.0,0.0
6.099738479961088e+17,59.0,59.0,134.0,102.0,96.0,5005.0,0.137498295708046,5.75,5.75,0.0,10.0,0.0
6.086658051783393e+17,61.0,51.0,59.0,0.0,940.0,971.0,0.0,5.5,5.5,0.3333333333333333,15.0,0.0
6.100398398162944e+17,70.0,75.0,481.0,26.0,101.0,10516.0,0.06635210176692123,5.666666666666667,5.5,0.0,13.0,0.0
6.10052516194218e+17,64.0,79.0,133.0,0.0,0.0,2835.0,0.06866851988710171,5.375,4.833333333333333,0.07692307692307693,13.0,0.0
6.08680091283882e+17,63.0,63.0,309.0,0.0,181.0,3546.0,0.12728575238803386,5.222222222222222,5.222222222222222,0.08333333333333333,12.0,0.0
6.098688558638449e+17,89.0,73.0,208.0,363.0,2012.0,517.0,0.029813143675765548,7.0,4.777777777777778,0.25,16.0,1.0
6.094518686331986e+17,80.0,39.0,153.0,80.0,0.0,6129.0,2.5980561001759157e-301,8.142857142857142,7.5,0.2,15.0,0.0
6.10040226178859e+17,63.0,73.0,222.0,23.0,43.0,3165.0,0.05121217503867014,7.0,6.857142857142857,0.1,10.0,0.0
6.093481033894871e+17,88.0,61.0,301.0,0.0,0.0,4585.0,0.0366690595355039,7.0,4.875,0.375,16.0,0.0
6.095576661389967e+17,102.0,68.0,0.0,0.0,246.0,15181.0,0.04057600036244825,5.75,5.444444444444445,0.45454545454545453,22.0,0.0
6.09329546215592e+17,80.0,70.0,209.0,0.0,32.0,983.0,1.0392224400703663e-301,6.555555555555555,6.25,0.26666666666666666,15.0,0.0
6.081086102673244e+17,68.0,68.0,90.0,43.0,225.0,2813.0,0.029898758870919053,4.375,4.375,0.125,16.0,1.0
6.097441298791916e+17,62.0,62.0,96.0,0.0,577.0,992.0,0.07845967398655457,6.666666666666667,5.714285714285714,0.36363636363636365,11.0,0.0
6.077585287580754e+17,110.0,29.0,0.0,0.0,0.0,49.0,0.03886453187040639,6.0,8.0,0.34782608695652173,23.0,1.0
6.090192704382239e+17,108.0,45.0,255.0,158.0,2074.0,526.0,0.04335168277969606,5.533333333333333,5.0,0.10526315789473684,19.0,0.0
6.090075490949857e+17,91.0,57.0,111.0,29.0,298.0,0.0,1.0966838531851673e-300,5.083333333333333,4.875,0.47619047619047616,21.0,0.0
6.085684806281421e+17,116.0,43.0,115.0,0.0,141.0,2928.0,0.05128796005688336,5.769230769230769,5.285714285714286,0.34615384615384615,26.0,0.0
6.090056487271752e+17,63.0,61.0,0.0,0.0,519.0,2976.0,0.056025646166880425,4.444444444444445,4.555555555555555,0.14285714285714285,14.0,0.0
6.086922764586148e+17,79.0,64.0,301.0,0.0,0.0,1800.0,0.009154731481666798,5.333333333333333,5.3,0.75,16.0,0.0
6.101676491721032e+17,87.0,42.0,0.0,114.0,454.0,2609.0,0.04975400919034692,6.222222222222222,5.8,0.35294117647058826,17.0,0.0
6.091224961687552e+17,139.0,76.0,155.0,69.0,16291.0,2499.0,0.040416962817255105,6.066666666666666,6.5,0.14814814814814814,27.0,0.0
6.09424363360768e+17,65.0,65.0,136.0,31.0,31.0,7103.0,0.11167522754079771,5.5,5.5,0.09090909090909091,11.0,0.0
6.093752050735514e+17,80.0,46.0,35.0,0.0,0.0,554.0,0.0857238412014089,4.571428571428571,6.5,0.2777777777777778,18.0,1.0
6.0786509807872e+17,68.0,67.0,152.0,73.0,237.0,2673.0,0.0070297459327398025,5.0,5.0,0.5384615384615384,13.0,0.0
6.086380567159644e+17,97.0,78.0,167.0,186.0,699.0,6113.0,0.011003632790853595,7.0,6.555555555555555,0.23529411764705882,17.0,1.0
6.097694825134203e+17,56.0,57.0,359.0,0.0,72.0,0.0,0.03793655864460702,5.714285714285714,4.888888888888889,0.18181818181818182,11.0,1.0
6.083328434086871e+17,59.0,59.0,147.0,76.0,733.0,3987.0,0.04094860766157702,6.833333333333333,6.833333333333333,0.0,9.0,0.0
6.094767705098158e+17,101.0,71.0,143.0,58.0,23375.0,8198.0,0.03979749729281016,6.8,6.555555555555555,0.45,20.0,0.0
6.093255460113859e+17,81.0,100.0,0.0,0.0,0.0,8415.0,0.08900232856492411,7.25,5.75,0.6153846153846154,13.0,0.0
6.087500066741658e+17,59.0,65.0,182.0,0.0,0.0,4851.0,0.025193522996251556,5.714285714285714,5.875,0.0,10.0,0.0
6.07985528034558e+17,94.0,35.0,29.0,0.0,763.0,6891.0,0.049024150032209404,5.8,4.333333333333333,0.2631578947368421,19.0,1.0
6.085968709743043e+17,91.0,72.0,52.0,13.0,273.0,2383.0,0.04371130139989045,5.2727272727272725,4.4,0.3684210526315789,19.0,0.0
6.085842278111724e+17,53.0,65.0,225.0,43.0,1404.0,225.0,4.986768171497877e-301,7.333333333333333,7.571428571428571,0.14285714285714285,7.0,0.0
6.091080316876308e+17,84.0,73.0,0.0,0.0,73.0,734.0,0.04479984825714644,6.0,5.5,0.0,15.0,0.0
6.086744934567485e+17,83.0,64.0,132.0,0.0,0.0,368.0,0.04247354255047237,5.875,5.625,0.1875,16.0,0.0
6.088812760498299e+17,55.0,57.0,36.0,30.0,113.0,6543.0,0.03803583246155718,7.8,8.2,0.125,8.0,0.0
6.089661721224765e+17,69.0,69.0,156.0,26.0,58.0,2847.0,0.0169362932740319,6.75,6.75,0.0,9.0,0.0
6.081896438556549e+17,100.0,43.0,96.0,48.0,279.0,0.0,0.015200260279250326,6.0,6.333333333333333,0.23809523809523808,21.0,1.0
6.096946379645665e+17,91.0,109.0,132.0,0.0,0.0,2847.0,0.06562063408091305,5.1,5.5,0.05,20.0,0.0
6.100630636857958e+17,66.0,94.0,152.0,0.0,476.0,2651.0,0.15886688252530487,5.444444444444445,5.461538461538462,0.38461538461538464,13.0,0.0
6.093311279381053e+17,84.0,64.0,79.0,102.0,211.0,5416.0,0.0046082329952954375,6.777777777777778,6.285714285714286,0.4,15.0,1.0
6.083584166003343e+17,54.0,54.0,0.0,0.0,1581.0,49.0,0.0,4.5,4.5,0.0,12.0,0.0
6.094700007856824e+17,47.0,46.0,51.0,64.0,51.0,1426.0,0.0,7.6,7.6,0.0,7.0,0.0
6.08641362414678e+17,71.0,79.0,0.0,0.0,529.0,525.0,0.07142009660556664,5.25,5.444444444444445,0.5384615384615384,13.0,0.0
6.1006620979567e+17,116.0,62.0,161.0,0.0,330.0,4457.0,0.06678190747186999,7.818181818181818,9.2,0.3181818181818182,22.0,0.0
6.091271946489733e+17,76.0,76.0,232.0,18.0,0.0,723.0,0.009038086710777726,8.0,7.625,0.75,12.0,0.0
6.091529138653553e+17,78.0,61.0,0.0,0.0,0.0,11306.0,0.013476213555230335,6.555555555555555,4.777777777777778,0.42857142857142855,14.0,0.0
6.093079422701691e+17,79.0,145.0,180.0,101.0,6956.0,3239.0,0.022584280073664902,8.375,6.785714285714286,0.09090909090909091,11.0,0.0
6.088861565166551e+17,143.0,61.0,186.0,152.0,1832.0,438.0,0.04770368319622575,6.5625,5.875,0.25806451612903225,31.0,1.0
6.097194002839593e+17,82.0,65.0,156.0,108.0,151.0,5817.0,0.08365385789577774,7.375,8.0,0.07692307692307693,13.0,0.0
6.085519614540636e+17,93.0,85.0,191.0,81.0,346.0,6118.0,0.05296588351275788,6.545454545454546,5.454545454545454,0.25,16.0,0.0
6.085632756730061e+17,115.0,70.0,146.0,140.0,677.0,6334.0,0.013365411507433641,4.785714285714286,6.222222222222222,0.19230769230769232,26.0,1.0
6.101147380774953e+17,83.0,112.0,113.0,21.0,68.0,1728.0,0.01109203531772978,6.25,6.545454545454546,0.07142857142857142,14.0,1.0
6.089866590996972e+17,50.0,50.0,123.0,118.0,14.0,3413.0,0.0,6.666666666666667,6.666666666666667,0.1111111111111111,9.0,0.0
6.083186339960996e+17,93.0,67.0,124.0,43.0,0.0,579.0,0.02297381138921137,6.555555555555555,6.714285714285714,0.5625,16.0,1.0
6.094143609230254e+17,105.0,180.0,208.0,116.0,4218.0,9149.0,0.03220768339127381,5.6923076923076925,5.722222222222222,0.7142857142857143,21.0,0.0
6.100839105302815e+17,78.0,73.0,194.0,32.0,205.0,1786.0,0.03866018894524067,5.181818181818182,5.5,0.2,15.0,0.0
6.09310835962454e+17,139.0,56.0,134.0,0.0,115.0,4554.0,0.014641064796061844,6.666666666666667,9.2,0.4,25.0,0.0
6.100385235807969e+17,113.0,113.0,145.0,27.0,31.0,1401.0,0.04305713875139217,5.714285714285714,5.714285714285714,0.10526315789473684,19.0,0.0
6.1019251459149e+17,57.0,107.0,225.0,21.0,63.0,2654.0,0.0,5.2,6.0,0.16666666666666666,12.0,1.0
6.090875965060219e+17,93.0,54.0,152.0,79.0,108567.0,3460.0,0.05008342527353069,6.1,5.714285714285714,0.13636363636363635,22.0,0.0
6.089256596337336e+17,76.0,46.0,151.0,138.0,629.0,6536.0,0.03816105672984829,5.3,5.0,0.2,15.0,0.0
6.083244539997716e+17,96.0,76.0,164.0,103.0,220.0,2441.0,0.017058807840629926,6.9,6.3,0.06666666666666667,15.0,0.0
6.083157332867318e+17,72.0,90.0,442.0,0.0,0.0,1730.0,0.01278283579981122,7.142857142857143,6.454545454545454,0.09090909090909091,11.0,1.0
6.09959736671359e+17,86.0,86.0,156.0,116.0,42.0,2159.0,0.08620287420802494,5.777777777777778,5.777777777777778,0.0,18.0,0.0
6.092226207775703e+17,45.0,31.0,0.0,0.0,788.0,86.0,0.02921048642579484,4.25,4.333333333333333,0.1,10.0,1.0
6.101031641764332e+17,92.0,90.0,115.0,50.0,102.0,7036.0,0.007466114558540401,6.75,5.0,0.3157894736842105,19.0,0.0
6.083657255400858e+17,90.0,58.0,85.0,103.0,50.0,9643.0,0.03693677481795693,7.75,4.833333333333333,0.1111111111111111,18.0,1.0
6.077002767079178e+17,84.0,85.0,167.0,0.0,264.0,1862.0,0.028475670326216094,5.461538461538462,5.461538461538462,0.14285714285714285,14.0,0.0
6.080951775472026e+17,91.0,1921.0,78.0,102.0,150.0,2102.0,0.014133802990537701,7.222222222222222,5.932489451476793,0.0625,16.0,0.0
6.080788192794419e+17,91.0,39.0,130.0,59.0,176.0,5210.0,0.054013706947116345,7.333333333333333,5.5,0.3888888888888889,18.0,1.0
6.094985615003156e+17,79.0,72.0,136.0,31.0,0.0,1425.0,0.03859002699874795,5.636363636363637,6.666666666666667,0.0,14.0,0.0
6.099909806919803e+17,74.0,25.0,89.0,29.0,906.0,388.0,0.07613860392474694,6.875,6.666666666666667,0.23076923076923078,13.0,0.0
6.099597245538673e+17,81.0,68.0,161.0,106.0,392.0,4493.0,0.03197463434921703,6.0,5.666666666666667,0.21428571428571427,14.0,0.0
6.097573752522015e+17,72.0,72.0,0.0,0.0,897.0,473.0,2.5980561001759157e-301,6.428571428571429,6.428571428571429,0.0,13.0,1.0
6.094946090650255e+17,86.0,70.0,138.0,76.0,55.0,1207.0,0.02624911760264961,6.888888888888889,7.0,0.125,16.0,1.0
6.094173947595653e+17,94.0,79.0,155.0,238.0,166.0,4130.0,0.07011517897802837,5.545454545454546,6.444444444444445,0.05263157894736842,19.0,1.0
6.097674551421133e+17,87.0,106.0,211.0,77.0,2162.0,2821.0,0.0191145233156649,6.6,6.454545454545454,0.06666666666666667,15.0,1.0
6.08554075412521e+17,70.0,52.0,247.0,0.0,61.0,1577.0,0.037592569259912036,5.777777777777778,5.285714285714286,0.38461538461538464,13.0,0.0
6.095218501677507e+17,77.0,77.0,36.0,108.0,0.0,6868.0,0.03577816195648719,6.875,6.875,0.07142857142857142,14.0,0.0
6.083432747142103e+17,79.0,42.0,198.0,0.0,0.0,1908.0,0.035551148671517686,6.1,5.666666666666667,0.5714285714285714,14.0,0.0
6.10073192921727e+17,90.0,39.0,0.0,0.0,142.0,0.0,0.05407849548862035,5.5,10.0,0.8,20.0,0.0
