id,TA_formal,TA_informal
610073192921726976,4,1
609616450681049088,11,1
608372520555814912,4,0
609366113466621952,25,2
608082154258632705,8,1
608102726140989441,271,33
608851445278982144,11,1
608682343692386306,6,3
610056503626698752,7,2
608085660751261696,6,3
609048367600123904,12,1
609072487163408386,12,2
610161502880821248,2,0
609690694492549120,8,2
608997777201356800,8,1
609816952857591808,5,2
608411514228203520,8,2
607901393756778496,6,2
608744463796609024,7,3
609786417850544131,8,2
608413703072063488,20,0
608961210290196481,8,2
608859210269470720,8,2
609135817450237953,7,2
608598498850668544,6,0
609064118478381056,10,2
607753200792420352,9,1
607672568057700352,10,4
608358832146903041,24,1
608714030937604096,10,1
609465595835379712,35,2
609552667942219777,10,1
609108415512780800,11,0
608049895874920449,7,0
608095810635579392,2,2
607898186359967747,14,0
609846489121169408,7,2
609409865119834112,6,1
608741426621341696,8,1
608704949422276608,9,1
609046813455302656,9,4
607675970632351744,13,5
610149200228167680,273,32
609344284815421440,10,2
609012177182273536,9,1
609032099299876864,16,1
610008000405864448,11,1
608333579823783936,12,1
607934124813205505,7,3
609363313047281665,14,1
607869077034528768,8,1
609261389237108736,6,1
608312114055409664,8,1
610079178499747840,6,3
608036256858128385,10,3
609745613354323968,4,2
608686580480344064,7,4
609794393071968256,10,0
608189886122848256,21,0
609074889035788289,6,1
609004486280028160,17,2
609078897779556353,4,5
609903122270560256,10,0
609402313371992064,8,2
608999590243741697,6,0
609351511324381184,8,3
609836676190482432,7,0
609127121483644929,6,2
608130166842388480,15,0
609042545465622528,10,1
609668675650523136,8,1
609047475886895104,6,4
610187469779111936,9,0
608925421648908290,9,0
607932371489296384,276,32
608756156476076032,2,3
609100107804504064,11,0
607978502730563584,9,0
607754648645181440,11,0
607980537643278336,16,1
609643054664957952,8,0
608667625007235073,7,1
608506976335585282,11,2
607857368676859905,17,1
607901522349793280,10,3
608132917253021696,12,1
609078430127271936,6,2
607685125346885633,2,2
607989226144169984,6,2
609497843594715137,8,0
609267177439535104,7,2
609651590291714048,21,1
609117193104703489,6,1
608934123852333056,11,0
608458427921264641,9,4
609313805839937536,7,4
608964975957303296,8,2
609321884744871936,12,1
608084103695470592,276,29
609085223599546368,11,1
609391614881058816,10,0
609157583878889472,14,1
609007214792204288,7,3
609376622085545984,10,2
609658688425562112,10,1
609910906177372160,26,0
609118839331299328,9,1
607854609676267521,9,0
607880160944070656,25,0
609803196970565632,15,3
609004935515021312,7,0
608722692779425792,5,2
607997045673193473,11,2
608935192691118080,11,1
610076601515155456,12,3
609688974320345088,2,0
609988792947224576,10,3
608245509959106560,10,2
609490872334458880,10,0
607996104332984325,7,0
607996802080501761,10,1
610076987286142976,9,0
608755787540750337,16,1
609198527256895488,7,2
608622195611430912,7,2
609238535384760320,12,0
609850308974526464,4,3
608640561231187968,12,1
608498975277240320,1,2
609025705297338368,7,2
608340636778004480,40,2
609588624158556160,7,1
609323575716237313,4,4
609348021697048576,13,2
609376177929756673,10,0
607734081380483072,10,3
609820070286610432,11,1
610089677652107264,16,2
608058267965788160,8,1
608117816915578880,8,2
609722649149747200,11,1
609075399239139329,9,0
609785572945563648,14,4
609447611481911296,7,1
607979970208665600,10,3
609257607786831872,11,0
608127659764281344,4,3
608755591729668097,6,2
610013784401428481,13,1
608988326167724032,8,2
609387354072219648,15,2
608313432232861696,9,3
608151562477662208,10,0
609102865911513090,11,0
609722161725509632,9,1
609035658338967552,13,3
610138857850470400,573,89
608592350848389120,11,0
608801588308656128,13,0
608019431755673600,7,2
609373412406992896,2,1
608560069144289280,11,1
609757152547356672,8,2
609009807807385601,10,1
610087465748197377,13,2
609008965263982593,12,1
608453791227088896,270,35
609114651880652802,14,0
609543754450608129,12,1
610139152475000832,7,1
609579224299536384,11,0
608584579390275584,26,0
608177000780546048,4,3
608349920286896128,7,2
608337786828148736,10,2
608239541070274560,14,0
607799720585486336,270,31
609009022771941376,7,4
609486090735501312,7,1
609059065134768128,10,3
609070692986847232,11,2
609303243831836672,9,3
609799914906714112,2,3
608096721923665921,7,3
609824622629023745,8,1
609022302257188867,15,1
609842486027137024,12,1
607856239750414336,9,0
609360579984236544,5,3
608017642037706753,12,2
609429992766877696,12,0
609403840052469760,8,1
609098225107107840,2,6
609779057014755329,1,3
608643048088694784,9,1
609012492933537794,292,34
610047431804329984,13,2
608387621509808128,7,0
609445816009367552,15,1
610030285623816192,11,2
608014414969593856,13,1
608568493743742976,7,1
610080518453891072,8,2
609338820388081664,9,3
609136628192444416,10,1
609019259398811648,29,0
607928146877235202,15,0
607984957181575169,17,4
609402067032088576,6,2
607733281354694656,16,0
609692463192633345,15,0
608974835549659136,7,1
608258383586721792,8,0
608609109735288832,9,3
608012739550789632,9,0
608122921433866241,7,2
608661269068001281,5,1
607763519409225728,12,0
609162980723326977,2,2
607951603417645056,12,4
609402434084032513,11,1
610193347400085504,9,3
608660027570835456,6,2
609404828968574976,4,0
609239189742350336,13,3
610133379988623360,2,3
609227391651610625,10,1
608674006435102720,5,5
608321885860950016,11,1
608929475833790464,7,0
610039133029969920,26,4
610098529286115328,12,0
609072092961718272,9,2
610066339106037761,15,4
608868793817907200,8,0
609001931663618048,10,2
608743812333236225,11,0
609281511372816384,10,1
607970640084258816,16,0
609534465925357568,7,2
609289305794723840,8,2
608719223913914369,6,3
608420835481759744,9,3
609013608438185984,10,1
609835162935934978,10,0
610075776856260608,13,0
609000415322103808,3,0
609597332263337984,10,0
608280186472288257,20,1
608793547911757824,12,0
608689261026668544,9,1
609294227235864578,6,1
609715103101902848,18,2
609393521846566912,9,1
608492679471767552,8,3
608283208183115776,16,2
609361023200546816,6,3
608561452690059264,22,0
609949762230558720,10,3
608710311407788032,6,4
607923355514241024,11,1
609379139913560064,11,0
609636777616248832,24,5
608313125281124352,11,1
608393488959455232,11,0
609030043986182144,5,3
609994977335230465,9,2
608743659668955137,10,0
608465646930788352,7,4
609446802677465088,27,1
609418648051036160,10,1
609646419302055936,12,1
609784377602613248,264,35
610113742785916928,8,4
610103301804326912,9,2
609026298824916992,6,0
609040166855020544,4,1
609080295975849984,3,3
607907317091176448,14,1
608476452657348608,9,1
607994000952410112,23,2
608694954634977280,23,3
609952184705400832,7,3
609707078312177664,9,1
608436167944605696,1,0
609212312763920384,16,2
609389920109633536,7,4
610130594299781120,10,6
609461487598329856,11,2
609544222199275522,5,2
608292056038051840,6,5
608212874125676544,14,4
609035333854982144,8,2
609381569149698048,6,3
609712897871192064,12,4
609842833990750209,10,2
610034795599499264,14,0
609064394362880000,8,2
608178186711658498,277,30
608521158174986242,9,0
607923375722209281,196,26
608166900976222208,7,0
607933443893301248,24,6
609794383710261248,14,0
609357875358605313,23,3
609182601505583105,11,1
610038875243872256,14,0
609440238654619648,7,2
609304002627522560,11,1
609796227983511552,8,1
608296208822628352,20,2
609485950901723136,7,1
608032344356876288,8,0
609273182097436672,5,1
609691881065349120,7,4
608288223232720896,9,4
609287908063858688,8,3
608022504049934337,6,2
609705101192765440,13,1
607913164357779456,11,1
609753367154307072,14,0
608252791396646913,11,1
607684375938015232,15,8
608665031903854594,12,1
608488821336993792,10,1
607970868619313152,9,2
609365183245500416,10,1
607976369427857408,8,2
608925152672268288,8,1
608200625252405248,10,1
608651141208006656,5,1
608345597389770753,19,2
608337515586666497,11,0
607931339820527617,9,1
608915599670939648,10,1
609521664473321472,9,1
610060313141059584,9,2
607920180824567809,14,0
609372430713405441,6,2
608623487222190081,11,2
608706198217568256,12,0
609266422301204480,8,1
608831084642435073,6,1
609482870898458624,10,0
610105281801003008,11,2
608419448341540865,10,1
609842962365849600,19,1
607912349115105280,5,1
609014782168080384,15,0
609135222345469952,3,4
608878008271798273,6,2
608212210968629248,9,3
608711214038962177,11,1
608963244972236800,10,1
609901627479302144,17,2
608807192846848000,12,1
610186146891501568,9,2
610042285091356672,14,3
609426217272381441,10,2
608826283011796992,12,0
608447451704512514,11,0
609418667835662336,13,1
609479068950638593,7,1
610072986167545859,12,3
610075345614696448,10,1
609461455960846336,11,0
609166978364735489,1,2
607908148540612608,10,2
609136614590279680,8,1
610144803796422657,6,3
608223286955143168,19,0
610039498806849536,8,2
608573463817801728,7,1
609835392079040513,8,1
609859442318946304,13,1
608069448692584448,10,1
609065667975897088,8,1
609752111816024064,9,1
608073033740222464,275,31
607985981141057538,16,0
609525884677189633,12,2
608418580703645697,4,0
608029762460786690,8,2
608259205745770496,4,5
609527621286789120,11,0
609060966010097664,3,0
608761340077838336,11,2
610111966905016320,16,6
608655930763411457,23,2
608422127583285248,11,1
609276585221451776,8,1
609133286724468736,12,1
608387015604883456,9,2
608668649973514240,17,1
609653972325019648,7,1
609105327250894848,15,0
608246693944008704,11,2
608725326475218944,10,1
609364298847141889,8,1
609264867095121920,13,0
609676499961147392,26,2
608289757429420032,11,1
608256883711987712,8,1
609824145258512387,7,1
608887669167374336,11,0
608678554977509376,13,1
609563617940234243,276,32
607723079561801728,12,0
607684720567156736,8,0
608636517972475904,7,0
608632716993671168,19,2
610109743022129152,9,2
609745564230619137,11,0
608531153373528064,10,2
608491571294691329,10,1
608536119358173184,8,2
609529784826220544,0,3
607750572440055809,10,2
609410414254796800,11,1
609706869850902528,11,2
609730725110226944,5,1
608244675691061249,2,1
609265378766811137,13,1
608022481870417920,6,0
608208397616480258,9,0
609035910622130176,6,3
608654994276012033,8,1
609905865387282432,11,2
609106613375516672,6,1
608000631832338433,7,2
608678106103205888,8,1
608391034293338112,14,1
609807305291485184,9,4
608214480477126656,0,1
608236637663936512,8,1
609186116974067712,9,2
609186664372695040,11,2
607856226479669248,19,2
608257035927482368,11,1
607893820387299328,6,4
609023347377082370,8,1
609111303106535425,12,2
609337121481064448,6,1
608724691491123200,4,2
608896007271817216,5,1
608762127260749825,5,4
609764863850737664,12,1
608644136648982528,8,2
608960536743698432,10,0
608525952545632256,25,1
609342621010558976,6,2
609156582631469056,10,1
609112309294882818,9,1
609688058372464640,11,1
608834560655286272,5,1
607754715468840960,7,1
608736668347039744,6,2
608432476575428610,9,4
608936864310001664,3,3
608556744512565248,6,2
609018023328899073,7,2
609261820570923008,8,1
609565613460164608,7,1
609667794892931072,11,1
608130161121239041,7,0
610099516222631936,20,2
608363000991326208,11,2
609535457005846528,7,0
609748932042838017,0,3
609115251070652417,15,3
608427115730485248,6,1
609797672397090816,16,1
610126144763891712,2,0
608028443725430787,8,0
609193438169403392,12,0
607971950988685312,9,1
610152495176810496,293,31
609025080304148481,8,2
608648911490809856,18,2
609558589485641728,18,1
609480800858451968,5,1
610063567530905600,16,0
609596812123578369,25,2
609307704520257536,14,0
608747894808702978,7,2
608232398199898112,10,2
610026837767516161,6,2
608306343468859392,6,0
609426687412056064,12,1
609000486331674624,12,2
610077399083032576,9,1
609994137044168704,6,3
609737571862773760,11,0
609808083280351232,9,0
608761428246458369,9,0
608514320490754048,11,0
609377241349365762,279,33
608591877072384000,3,2
609353194469228544,3,2
608255981710024705,10,1
608847404197138432,8,2
607831170428997632,11,1
608435251375910913,10,1
609376532847575040,8,1
608793445067583488,10,2
607920880132464641,12,0
608177923074293760,10,2
610099673324462080,26,2
608592551852036096,9,0
608050935869411331,13,1
607980471822262272,11,1
608091421359357952,10,2
610149967978565633,5,0
609596480823758849,8,3
609768184594477056,8,2
609050527167578112,8,1
609334194964176896,10,2
607679294811144192,7,4
608396079483219968,284,32
609044961766473729,12,5
608852174315986944,9,1
609739788560793601,9,1
608661420578721793,8,1
609305416342765568,15,0
607881327661047808,9,1
607877528187990016,23,2
608708086220455936,279,31
608137719945043968,8,2
609092205400207361,7,2
610109231656779776,10,2
609466403003863042,5,0
608325705194049536,12,0
608699164684222465,6,2
609321136942358528,10,0
608071041668251648,297,33
608910326692745216,3,2
608217038939648001,6,1
609710086500384769,16,2
609226366035329024,1,2
610197661015146496,11,2
608946815371759616,10,0
608906300991393792,0,2
608975935166119936,12,0
609043115090038785,13,0
608835084339277824,9,3
609751283227074560,6,2
609513014639726592,5,1
610138433202356227,5,1
607704118388387840,9,0
608249996576735232,8,2
610057308580786177,14,1
609440548471091201,6,2
608848661284556800,8,2
608293138348830720,11,1
609417069210267648,8,1
609427202581491713,229,32
608608158911729665,8,1
608744232942067712,7,1
609748327652044800,8,2
609531602482413569,14,0
610133346635657216,5,1
608592851358916608,8,6
609828243168997376,1,2
607981697376776192,10,3
608270100622405632,21,2
610115685046317057,7,0
609842832082276352,5,4
608309675046674433,5,1
610046672937328640,573,89
608695979244703744,4,0
609363331468673024,5,1
609344528097615872,9,3
609767648818278400,271,36
608671475709669377,8,5
608332846533517312,8,2
609325857816100865,4,1
608629333578670080,11,2
609397370216955905,16,1
609126746676404224,13,1
608228163991281664,11,0
609650877180321792,11,1
608827274339692544,6,0
609061514985779202,10,3
609224126344089600,5,0
609194693147148288,10,1
609358304733720576,12,1
609617824483446784,8,2
608308723023355904,275,31
608679438792929280,10,0
609133281775194114,277,35
607788241970982912,10,3
609833834406809600,8,2
608952318676086785,10,0
610047021202964481,16,2
609429939033665537,1,0
609043278084726784,27,1
608501242621378560,12,1
610156894007787521,17,5
608310140727488512,8,2
609414842991124480,8,1
608629808789106688,277,35
607937646535393280,14,1
607870759311056896,8,1
607718080798556161,12,1
610168757990879232,14,0
609889450286559233,13,1
607966605243326467,13,1
608269589965897729,4,1
608308108650246144,15,2
608208614021599233,7,2
608825588632170497,9,0
610128599002259456,9,1
609098505479593984,230,31
608532224875622400,9,0
607950233113198592,3,2
607831666866814976,289,33
609280252502630401,8,2
609764948982505472,11,4
609972342844997632,10,1
609378972003094528,8,3
609227396529692672,8,1
609669241944600576,10,0
608559573297934336,7,0
609026400276783104,190,26
609396021513351168,9,3
608315598486011905,15,0
607932903671140352,30,2
610033901646544897,8,2
608205068496695296,5,3
608986599389564928,8,2
609094033634398208,10,2
609917929803632640,11,0
609781041579040768,7,0
608066621400178688,11,2
609129764469755905,16,1
608472672570232832,283,41
610121807354568704,8,0
608094224995762178,8,1
609212296728985601,9,1
610112234329608192,7,0
608401807933640704,12,1
610190069928865792,573,89
608103284239384576,10,0
609379336811057152,16,3
608775432268337152,12,2
608954752223838208,12,0
609671631255007232,9,1
609753074949849088,6,2
609210355345027072,0,2
608381884142350336,5,0
608064012241281025,13,0
608437725709090816,10,0
608802106213040128,12,2
609336908951347200,8,0
609356696113283072,4,2
607752298203377664,3,1
608261869472763905,8,2
608773420562657280,5,0
608003647356542976,12,4
609375696775987201,8,0
609072877493571584,5,0
609115168610656257,9,3
608294743861129216,9,0
609605495339532288,9,2
608295274767859712,15,1
609547025491869697,11,1
609496171254394880,7,1
609077811786096640,9,2
607787910843269120,6,1
607915191901290496,7,2
608353167600959488,6,2
608542150196891648,7,1
607668877594497024,5,1
609519858363953152,10,0
609040689670684672,14,0
607948159961186304,14,0
609346866451488768,9,4
607995917808115712,11,1
609435280202805250,8,2
609091527600570368,10,0
609473724325195776,8,2
609352061986193408,10,2
608983580157554689,7,2
610053872573411328,11,2
608459594453647360,12,0
608093779644588033,8,1
609967011951587328,9,1
610021097665363968,9,2
608221385291350016,11,0
607994702214918148,7,1
609505794728558592,9,1
608857991874412545,9,1
608529062777069568,9,1
609168370177589248,12,2
608573742755770368,6,1
609692874322628608,13,1
609768597351600129,13,1
609799932933992449,12,3
608723346965061632,0,3
608299390260932608,283,41
609197455746273280,270,36
608719307183370240,18,0
609164871465324544,5,3
609361820944605185,9,1
609171037784285184,5,3
608179043440185344,8,1
607896118433824768,8,2
608913506121957377,12,3
610065428958679041,9,4
608400685646946306,5,3
609535460650668032,1,1
610165837824004096,9,0
609178446653206529,1,0
608917489498603520,8,2
609744570654392322,10,1
609618671619690497,35,2
608801746652147712,8,1
608206936215945216,5,1
609574290275610625,12,1
609234945064632320,10,1
609822058361524224,8,1
609050027428683776,9,2
609733291906891776,11,1
608546417569767424,7,2
608038488068509696,5,2
610109554546864128,17,4
609359531584409600,17,0
609867719849168896,7,3
609661761084522496,235,39
608845133551771648,8,2
608898979258990592,5,3
609473891669381120,3,0
609120483993354240,1,0
609012281486114816,9,1
609099154460160000,6,1
609174129145737217,6,0
608841375753359361,11,1
609098405126795265,9,3
609378900993511425,5,2
609474306461048833,10,2
608300300852686852,8,2
608649887412985858,9,3
608348570253725699,16,1
608333523032920065,4,0
609095922199490560,14,1
610201840836186112,10,1
608969459185938432,7,0
607951701686009856,9,0
608759561541935104,307,30
608398971439083524,4,2
607984975724593152,11,1
609067574425493505,4,2
609078926384766976,8,0
609392645199273985,20,1
608461339418218496,9,2
609793111708041216,13,3
608411627009019904,11,1
608648643009077248,7,2
608026411228524544,8,1
608259681069481984,12,1
609198181570772992,9,4
609507177200513024,7,2
609398299926339584,8,2
609018273137610752,10,0
608372626399100928,1,10
609364851203416064,5,3
610090465581498368,10,2
608230849675468800,11,0
609228862107582465,9,0
607976933532573696,19,1
609721364879179776,264,35
609360661441855488,6,0
607996806480289794,8,2
608446252603154432,11,1
609451387651497984,7,0
609424959631458304,12,1
609552067565363201,10,1
609392243074465793,7,1
608016923737989120,11,1
609103067284316160,9,1
609333411749216256,9,2
608646330102079489,280,31
609335602970914817,9,0
608525869460635648,28,1
609359889559855105,6,2
608530959852380160,8,1
608952026102427649,9,1
608797181496143873,4,3
608400882959568896,9,1
609386634249830401,8,3
607859631344345089,8,1
608609076780625920,10,2
608457797580263426,11,1
608091735626031104,5,2
608987901834199042,6,1
608179756182454272,22,2
609358269530939392,10,4
608967176020582400,7,2
609669433716539392,10,1
609039455815634944,21,1
609405212021915649,4,1
610021006980325377,573,89
609067593450827776,10,1
609387663678918656,6,3
608370589989015552,7,4
609297873700696064,8,0
607789402316800000,6,2
609496574889185281,8,2
608441762521214977,1,2
609389812726915072,8,1
609433139870629888,11,0
609025698477568000,13,0
609258466289561600,5,2
609815274749956097,18,2
607827108270739456,3,0
609884243859103745,6,5
608990849138077696,11,3
609091928731361283,3,1
609164213412495360,14,1
610006047227555840,573,89
608788996445986818,10,1
608350375704449024,8,1
609597407307952128,14,0
607898717702647809,3,0
607991513025355776,3,1
608279296717778944,10,1
609385956144054272,6,0
608329195824021505,7,1
608012102163251200,229,37
609058163422298112,7,2
608219767854370817,9,0
608774888296333313,8,1
607846687684628480,12,2
609389838010159104,14,2
610094119478820864,9,4
610174713671892992,6,1
610174905183809537,9,0
609173199142694912,7,1
610195859318419456,12,2
607955354001883136,10,1
610098004389965826,10,6
609420795341881344,15,2
608618418158317568,6,4
607842281865936896,14,2
608664705666850816,6,1
608046366309392384,271,33
608743656854556672,11,3
609419297832742913,8,0
608849901636694016,5,4
609824314775470080,10,1
608414317189427200,14,0
609498961242517505,10,0
610192170406907904,10,1
607759279471198209,279,29
609181533514153984,9,1
609733243785621505,7,0
609469622157316097,7,4
609045780947738624,5,0
609165781381869568,9,2
608970723990876161,6,3
609158455899852801,8,1
608432109859037184,21,2
608276323354722304,13,1
609048732416548864,8,3
609363325760196608,7,4
609031371550380033,12,1
609967374578642944,11,1
608555702286753792,7,2
607964035083083776,20,0
609363305304584192,10,2
609054437982633984,12,1
609749632198025216,11,1
609118690269745152,13,1
609587651637846016,14,0
608834568947269632,8,3
609039933328793600,12,1
609777980408209408,270,31
609888858658983936,10,2
607942788420902913,279,29
609707077641089025,10,1
609548519225950209,9,0
609986399094329344,18,0
609576970041585664,10,0
608036791661137921,5,3
609020052348764160,9,2
609709427793489921,11,2
609451411055767552,6,1
607789170455506944,10,1
608187208588263425,12,1
607786251542855680,236,37
609676619645587456,11,1
609744798673539072,8,0
608041436030898177,9,3
609359991871512577,6,5
609130518823731201,8,0
609097579935227904,13,1
609586247367966721,218,32
608742768882647040,10,2
609091840600604672,5,3
607981711767400448,12,1
609372114555138048,8,4
608368332132261890,10,0
607850227786252289,10,1
609392004376752128,26,1
608236216862023680,9,2
610141266114965504,5,3
610054644753166338,12,3
607958694593060864,5,2
608612335972843520,11,0
608194638818746369,7,2
607810936376803328,8,2
608414877242257410,282,29
609140820663341056,227,32
609752850437025792,12,1
609614804198658048,211,32
609747530696552451,11,2
608024469425127425,9,1
609457426241331200,1,1
609398976769576960,9,2
608901864348917760,4,0
610178592241119232,12,1
609252498281472000,13,5
608908288261001216,6,4
608413375933095937,9,1
609113301235195904,13,1
608720863953842179,11,3
608676019260796928,6,3
609714113837727744,4,2
608333016226779137,7,1
608413197146681344,9,1
608794125572292608,10,1
608444679806423041,11,3
608314912620847106,5,0
608836058243977217,14,0
608726065322815488,11,0
609878084842573824,5,1
609384684359843841,10,0
609110182573019136,12,0
609841938032758784,8,3
609036171189063680,4,2
610193126091788288,5,2
608864511265751040,5,1
609392254751522817,10,1
608122623776686080,7,2
609258053716717569,7,2
608290479097192448,7,1
610099590705082368,12,0
608607340410101760,7,2
609279978254020609,9,0
609578715568189440,275,30
610172382351745024,9,0
608355558173884416,9,4
609053753732300800,7,5
609360960550215680,9,0
608739044500107264,8,3
608977006907289600,4,3
608990853189767168,6,0
609916943106224128,9,3
609671440405819392,10,2
609355750935146497,6,3
607863494323499008,6,2
609731939138936832,3,0
608340334267875328,11,2
610114743416791040,23,3
608672734055284736,16,1
608908946863222785,3,2
609081449602519041,13,0
610061903503556608,297,31
607986303393742849,4,1
608871314594648064,10,1
609707569687310336,11,0
607958242967363585,7,1
610200274658029568,17,0
607692463365603328,10,2
608868777602580482,8,1
609747305105895424,5,2
609061896357036033,9,2
608257995458420737,11,0
609090446124552192,26,0
608831426524495872,23,5
608635576586223616,22,4
608983299265019906,5,3
608315394324090880,12,0
608218450159366144,6,1
609223897507098625,13,0
608694089152872448,13,1
609300381286408192,11,1
608016799829889024,4,2
609691766921560064,6,1
609073297024806912,8,1
609091715065085952,11,2
608978570195660800,14,0
608090174677991425,8,2
610145453469007874,8,3
609693247980613633,10,0
608144255522099204,8,3
609341703795961856,10,2
610101313020538881,9,3
608045344908275712,5,3
609413131660591104,12,3
609041315758792704,8,1
608810937957646336,8,0
607969872660807680,21,1
609763459388035072,9,1
609973703527501824,7,1
608948595505639425,6,4
609019851475140608,6,1
608584896534208513,5,0
608383780311728128,6,5
607692022946787328,13,3
608861677673660416,9,2
609392073985421313,11,1
609640431589195777,12,3
610096887572623361,9,1
609207514543034369,11,0
609010331432665088,8,1
609714549546196992,13,3
609503055139241985,16,1
608073543549485057,10,1
609776259493539841,12,3
609897096708141057,6,3
608794995756298241,9,1
607934505995915264,11,1
608458572880576514,7,0
608920088545214464,14,0
608182381875490816,6,1
609441986840522753,8,3
610098444045303808,20,0
609859242888155137,7,4
608997377035272193,5,0
610089930442735616,7,3
609096976974663681,6,2
608279942116147200,10,1
609556070722211840,10,1
608395977628753920,8,5
608182260790140928,9,2
608850005366087680,6,2
608418809431650305,11,0
609036313598263297,13,0
608006352837869568,10,1
609214721087176704,13,2
609882214625492992,11,0
609156796599640065,8,0
610094330972405761,9,3
608678374362505216,4,5
608083022202732544,4,1
609675898254700544,7,1
608353759664734208,10,1
609758049490862080,8,2
608568701978308608,14,2
608308557411426304,8,2
609994040717783040,8,0
610155526199111683,573,89
607965421795463170,12,1
609719151184203776,9,1
609047236232785920,6,1
608939490304860160,8,0
608079091158384640,10,0
608778083806486528,9,2
608318426742980608,9,1
608518190646312960,9,1
609057586235637761,8,1
608697352212193280,11,0
610050559899340800,10,0
607980967752376320,15,1
609189539467370496,20,0
607935320131182593,15,2
608227597760241664,12,1
608370528265461760,8,1
609167234984873984,205,31
609444565993586689,7,1
607726946080980992,10,0
608798443453046784,11,0
608593486485557249,8,4
608519681897418753,7,1
609935186101276672,10,2
610152000295202818,9,1
608830811211747328,8,0
607946928773431297,7,5
610174526618529792,10,1
608697469858361345,297,33
